ID,followers_count,friends_count,listed_count,favourites_count
15110357,2147844 ,243 ,23483 ,21 ,0
93953742,165 ,1380 ,12 ,4432 ,0
2613904818,2178336 ,195 ,1527 ,115 ,0
1190988007840440322,1 ,41 ,0 ,89 ,0
1654188770,199930 ,94 ,956 ,86 ,0
794810749071847424,64 ,1364 ,0 ,8506 ,0
7093352,189733 ,6266 ,3756 ,71348 ,0
936615321552736257,177 ,172 ,0 ,3252 ,0
1170558037251067904,17228 ,89 ,16 ,17 ,0
861667040658063364,65229 ,19 ,236 ,16 ,0
3474004752,119562 ,383 ,850 ,2175 ,0
243418245,243103 ,528 ,1289 ,2371 ,0
1153286729555537921,98370 ,198 ,395 ,32 ,0
250618026,30801 ,1405 ,73 ,2457 ,0
994335752312979463,22493 ,270 ,183 ,1194 ,0
15585350,93824 ,460 ,1176 ,3513 ,0
770209022,573 ,952 ,23 ,8157 ,0
46424039,72760 ,4549 ,862 ,374 ,0
315465682,288012 ,846 ,1716 ,20334 ,0
1027688366328958977,116640 ,55 ,115 ,1419 ,0
9533042,137241 ,1086 ,4551 ,54922 ,0
21054053,1607821 ,2774 ,1695 ,2818 ,0
137780376,4473550 ,30 ,1373 ,828 ,0
1101655974,329 ,1404 ,5 ,15037 ,0
48370582,7334 ,502 ,283 ,2765 ,0
1123259291115220992,116497 ,72 ,814 ,9783 ,0
2860155693,7 ,271 ,0 ,368 ,0
717685932342661120,419447 ,1105 ,1652 ,16 ,0
1281592602962407432,14 ,1697 ,0 ,0 ,0
14140256,208 ,371 ,25 ,64 ,0
775834922816679936,3673 ,0 ,8 ,0 ,0
914934805,6 ,80 ,0 ,12 ,0
20600214,155830 ,472 ,1085 ,8561 ,0
3024098055,582 ,2204 ,2 ,3481 ,0
1293488467175854080,4 ,86 ,0 ,4 ,0
788546485470261248,192 ,172 ,0 ,15469 ,0
40940457,143652 ,11841 ,1107 ,20949 ,0
2907774137,2155501 ,1 ,7926 ,9723 ,0
2690186012,66860 ,48671 ,16 ,310178 ,0
1267814818787889152,5 ,36 ,0 ,1 ,0
135731031,13 ,496 ,0 ,1458 ,0
1013204313026555908,91434 ,438 ,78 ,25189 ,0
975707230371762177,3809 ,4979 ,1 ,10325 ,0
307577818,2459641 ,327 ,539 ,5236 ,0
1298359661540913153,0 ,24 ,0 ,2 ,0
297613728,87 ,316 ,0 ,240 ,0
568545739,1933097 ,0 ,817 ,8854 ,0
157934715,6286 ,1107 ,29 ,352 ,0
391273781,543 ,266 ,1 ,3267 ,0
403245020,10367720 ,19795 ,27271 ,634 ,0
1907509092,462 ,1281 ,1 ,1094 ,0
19405774,1785620 ,2362 ,2084 ,3258 ,0
1007170178,198 ,82 ,0 ,31 ,0
82319018,1639710 ,12579 ,1307 ,295 ,0
788206354553069568,202 ,277 ,0 ,10048 ,0
2216032549,3161 ,802 ,2 ,110 ,0
65045121,1008995 ,5732 ,6604 ,7264 ,0
285822339,69 ,124 ,0 ,33 ,0
637313893,8755215 ,8 ,12480 ,267 ,0
1246908216119889921,33 ,252 ,0 ,25 ,0
236377257,86311 ,17399 ,263 ,581 ,0
797846013948153856,42 ,535 ,0 ,888 ,0
1265985957922246663,445 ,405 ,0 ,582 ,0
2858807777,754720 ,789 ,1213 ,27826 ,0
248031989,9559 ,2481 ,70 ,1430 ,0
987666672684183553,6431 ,6290 ,1 ,1615 ,0
1114311810,95720 ,163 ,15 ,4148 ,0
1256743203858001920,468 ,458 ,30 ,18415 ,0
21896677,361077 ,368763 ,565 ,14338 ,0
1168268946488930304,751 ,4556 ,0 ,13 ,0
918484796262805504,105 ,273 ,0 ,6 ,0
16325053,15087 ,1193 ,504 ,9444 ,0
2950971280,10 ,189 ,0 ,7 ,0
268439864,16923981 ,29 ,18861 ,1506 ,0
4494326654,387 ,2558 ,75 ,0 ,0
1013988168541069318,40 ,817 ,0 ,9251 ,0
1271937241057812480,1227 ,2830 ,0 ,3038 ,0
107436986,938261 ,550 ,3011 ,5517 ,0
1269138506376495104,54 ,1210 ,0 ,1551 ,0
562036479,1832 ,483 ,29 ,1056 ,0
21795016,920 ,118 ,17 ,2 ,0
1259224143549079553,1 ,53 ,0 ,50 ,0
2202704605,21933 ,491 ,99 ,1440 ,0
28987332,2682179 ,896 ,3518 ,21091 ,0
1217199382153420800,4 ,14 ,0 ,516 ,0
871831083503030272,319 ,942 ,0 ,1466 ,0
31080039,5421129 ,876 ,9830 ,23551 ,0
113317910,2347509 ,1507 ,2535 ,1291 ,0
132104833,1342551 ,1119 ,284 ,209 ,0
1258939455689445382,26 ,253 ,0 ,409 ,0
50391812,688 ,2371 ,0 ,6268 ,0
20007813,7 ,15 ,2 ,1 ,0
19110928,321523 ,192 ,699 ,10641 ,0
496512430,5755 ,260 ,56 ,291 ,0
36617822,2022743 ,4726 ,1895 ,3566 ,0
116277608,8997 ,492 ,131 ,68 ,0
1172219929225027584,1487 ,1806 ,0 ,1010 ,0
91942071,471786 ,284739 ,4955 ,355 ,0
239112729,8867 ,255 ,11 ,1929 ,0
27855816,46259 ,1657 ,385 ,24026 ,0
1225763699526393857,36 ,1022 ,0 ,27 ,0
216299334,7650215 ,2037 ,17386 ,7 ,0
1283755395455094784,42 ,175 ,0 ,5 ,0
45629519,61890 ,1460 ,657 ,5388 ,0
1270517861791019008,33 ,129 ,0 ,8616 ,0
1157595085468557319,7720 ,2572 ,0 ,52756 ,0
31346762,923 ,171 ,28 ,0 ,0
77684991,192720 ,64273 ,939 ,235675 ,0
31328425,604871 ,836 ,466 ,97377 ,0
824133056864940032,9 ,81 ,0 ,6 ,0
109702885,8812257 ,1260 ,8229 ,10723 ,0
470454064,6363 ,536 ,47 ,1060 ,0
205343299,9318 ,911 ,156 ,24149 ,0
1263155127717965824,34 ,96 ,0 ,1416 ,0
17711046,1461977 ,8059 ,5018 ,3130 ,0
838232557,17182 ,11178 ,270 ,23385 ,0
328327745,3258 ,3771 ,77 ,90237 ,0
2230220556,4060 ,365 ,63 ,99235 ,0
996166008,205 ,198 ,1 ,2764 ,0
47541487,2631 ,4831 ,18 ,31518 ,0
47136401,86 ,131 ,1 ,191 ,0
192283428,118215 ,44117 ,57 ,26057 ,0
1093468545521012736,1655 ,1912 ,4 ,12351 ,0
2521696288,204 ,1345 ,0 ,9993 ,0
18867311,11457 ,2541 ,355 ,529 ,0
2467992500,625099 ,240 ,854 ,18253 ,0
512700138,2689735 ,47 ,5805 ,35 ,0
278621162,5045 ,405 ,47 ,1416 ,0
2684702992,29 ,167 ,0 ,14405 ,0
1122453821815447552,1 ,56 ,0 ,6 ,0
2197226299,838 ,3311 ,0 ,322 ,0
302069989,309 ,1412 ,4 ,2373 ,0
3101017671,1781 ,554 ,2 ,3018 ,0
1031452291092684800,958 ,889 ,0 ,2943 ,0
21758143,157299 ,1032 ,365 ,15990 ,0
739784130,11704836 ,16039 ,10789 ,21201 ,0
317249228,100 ,133 ,0 ,117 ,0
2787834637,57 ,233 ,5 ,82 ,0
950370805,312224 ,656 ,191 ,39 ,0
168683422,16097958 ,28 ,17239 ,6 ,0
3360355510,1598 ,1545 ,4 ,3281 ,0
1224101197621219328,24 ,413 ,0 ,562 ,0
958748014587383808,369 ,9 ,0 ,0 ,0
861643695430524929,4299 ,2957 ,1 ,29918 ,0
2588022345,313 ,689 ,0 ,4596 ,0
264654147,2200 ,4377 ,11 ,48347 ,0
87213357,12569 ,1775 ,203 ,10322 ,0
35818363,54177 ,7352 ,625 ,19319 ,0
47301717,260 ,504 ,0 ,6571 ,0
1156160934366203904,41 ,73 ,0 ,174 ,0
1033527924,528 ,322 ,0 ,2052 ,0
634148345,55 ,149 ,0 ,14 ,0
1723143625,137 ,635 ,0 ,9102 ,0
1239397064003510282,62176 ,36 ,98 ,1307 ,0
996151208,79440 ,10 ,103 ,259 ,0
250166431,117626 ,1250 ,655 ,162561 ,0
925889023742156800,4613 ,2 ,15 ,15 ,0
884497498605268994,9 ,197 ,0 ,7 ,0
814760,583147 ,9630 ,1763 ,39704 ,0
1297163528923680768,22 ,142 ,0 ,106 ,0
574594956,200163 ,22443 ,1425 ,2371 ,0
216495307,44580 ,13099 ,746 ,46237 ,0
41842907,157010 ,62115 ,1040 ,19722 ,0
132289304,121 ,507 ,4 ,2 ,0
27247619,112 ,75 ,0 ,433 ,0
86422542,1330373 ,2749 ,14464 ,263 ,0
37945489,104446 ,1188 ,228 ,9606 ,0
2889235817,527 ,1862 ,4 ,6977 ,0
604801801,2789 ,276 ,25 ,18731 ,0
2615461985,2438 ,256 ,38 ,98531 ,0
66857043,2958576 ,4267 ,3090 ,244 ,0
94588930,5709 ,974 ,32 ,9193 ,0
3247835011,313742 ,98 ,1966 ,555 ,0
1159519602109505536,35 ,115 ,0 ,320 ,0
1096726677315612673,4215 ,4876 ,0 ,15058 ,0
1297536303035232256,218 ,376 ,1 ,350 ,0
954590804,5091982 ,259 ,5433 ,713 ,0
1030822758660427776,489 ,215 ,1 ,2933 ,0
87301324,2559 ,1678 ,7 ,8902 ,0
1032657346726686721,147986 ,135 ,150 ,2366 ,0
1267467898144112640,31 ,99 ,0 ,84 ,0
2670134472,545 ,987 ,7 ,451 ,0
1284987329933910018,7 ,27 ,0 ,394 ,0
31173122,90 ,136 ,5 ,4 ,0
278059361,880234 ,1277 ,472 ,1019 ,0
17579312,267466 ,314 ,2978 ,2519 ,0
1289034845767729153,11 ,305 ,0 ,1026 ,0
27042513,14263621 ,10 ,25771 ,1417 ,0
68758745,182175 ,755 ,3499 ,12328 ,0
23605284,282356 ,243 ,4363 ,2311 ,0
936132106018852865,1975 ,2185 ,0 ,3221 ,0
1024459045355315200,754 ,729 ,1 ,2215 ,0
1137450173884502018,288 ,235 ,0 ,3984 ,0
15251613,226821 ,1756 ,2306 ,4248 ,0
1126749496082223104,1948616 ,7 ,2415 ,0 ,0
45224548,983738 ,4257 ,1241 ,2570 ,0
992608463871270912,6723 ,301 ,4 ,4779 ,0
1170593188714811392,182 ,299 ,0 ,3385 ,0
43554463,6293 ,994 ,70 ,4534 ,0
181561712,35281570 ,1904 ,138206 ,287 ,0
199080758,499 ,936 ,5 ,87 ,0
47645546,219008 ,442 ,732 ,3658 ,0
1112606882701545475,2689 ,0 ,4 ,0 ,0
300623666,1038 ,49 ,6 ,857 ,0
923357892673028097,1641889 ,6 ,1709 ,1 ,0
2216375017,1444 ,93 ,9 ,3369 ,0
226919004,64613 ,2830 ,220 ,17981 ,0
3301180163,230649 ,608 ,258 ,17487 ,0
1254250966624301056,360 ,2125 ,1 ,12 ,0
249391918,126565 ,624 ,21 ,14937 ,0
415630243,18810 ,534 ,253 ,732 ,0
3167825616,1975 ,645 ,12 ,0 ,0
19826509,441932 ,999 ,12485 ,718 ,0
23233615,3328 ,4989 ,38 ,8813 ,0
19211694,296063 ,29 ,1207 ,1 ,0
1199674071153348626,1378 ,771 ,0 ,2915 ,0
146098362,15952 ,960 ,67 ,111 ,0
15607482,202 ,396 ,8 ,1584 ,0
1073150407319289856,3 ,110 ,0 ,2 ,0
101825544,2023465 ,3636 ,1442 ,458 ,0
468782607,383 ,687 ,2 ,9798 ,0
106797195,17579 ,6058 ,174 ,511 ,0
3196511502,98 ,623 ,3 ,11713 ,0
16794568,3950671 ,1064 ,4147 ,25992 ,0
1087760543451090944,46 ,307 ,0 ,4255 ,0
1102986476260900871,2041 ,213 ,2 ,7689 ,0
18038269,673242 ,1963 ,7802 ,32489 ,0
608615938,89139 ,1091 ,399 ,12614 ,0
1180946068550426624,225 ,2711 ,0 ,172 ,0
789393170601644032,68 ,150 ,0 ,687 ,0
1029803495107559434,674 ,1509 ,0 ,560 ,0
2735062908,122 ,956 ,0 ,8007 ,0
28221296,2816437 ,652 ,8316 ,9984 ,0
2281038372,593349 ,78 ,530 ,6705 ,0
3921057615,1726 ,3953 ,4 ,6914 ,0
1265312285985251330,13 ,357 ,0 ,450 ,0
305514619,20564 ,788 ,88 ,8090 ,0
55442973,47249 ,2251 ,91 ,55795 ,0
77692824,561361 ,457 ,870 ,6082 ,0
1092955748676526080,3303 ,3257 ,84 ,10388 ,0
15834279,2979 ,2516 ,99 ,329 ,0
28076276,3777270 ,13381 ,8920 ,2366 ,0
3307872617,42861 ,1129 ,13 ,10260 ,0
1103708226107965445,337 ,244 ,0 ,4322 ,0
1292179730318397440,4 ,35 ,0 ,27 ,0
257590445,146 ,450 ,4 ,1966 ,0
90774609,1631463 ,123 ,4394 ,1408 ,0
15291335,3229586 ,9136 ,9732 ,1949 ,0
98878309,85324 ,109 ,110 ,418 ,0
829300368454594561,2355 ,2092 ,1 ,102740 ,0
2564393420,15214 ,275 ,52 ,13934 ,0
1141829212447354881,4797 ,2385 ,1 ,31075 ,0
199789270,12599 ,571 ,50 ,7661 ,0
37396210,47217 ,1067 ,114 ,12913 ,0
18979204,663 ,387 ,30 ,49 ,0
1285577965590310912,1 ,740 ,0 ,940 ,0
1059325677202157568,880847 ,3 ,2082 ,0 ,0
960340787782299648,238865 ,1714 ,5158 ,87801 ,0
613783043,4294 ,2179 ,34 ,6443 ,0
50246444,1659533 ,8669 ,1612 ,16221 ,0
1878450026,8054422 ,4 ,12278 ,0 ,0
310172617,493439 ,629 ,1620 ,2272 ,0
438349941,3574 ,4817 ,1 ,35543 ,0
546995355,223 ,534 ,2 ,92 ,0
306680565,1527 ,2915 ,17 ,227 ,0
4375041622,1230770 ,162 ,275 ,114 ,0
876294373578727424,103513 ,6029 ,407 ,59012 ,0
172589611,2078 ,690 ,53 ,1568 ,0
1094136358296264704,443 ,550 ,0 ,5123 ,0
275387038,708462 ,796 ,112 ,9878 ,0
143522752,50066 ,131 ,119 ,3319 ,0
2351169589,1227 ,1004 ,7 ,78701 ,0
107836802,7678 ,1681 ,48 ,13054 ,0
1119763877825105920,13 ,131 ,0 ,8903 ,0
611949377,65 ,140 ,0 ,17 ,0
1145497867496427520,1233 ,180 ,0 ,865 ,0
946056610039894017,197 ,1247 ,0 ,570 ,0
1195387749488103425,342360 ,2 ,303 ,2475 ,0
3459375143,19 ,296 ,0 ,295 ,0
719218159,1011428 ,169 ,313 ,3178 ,0
385427709,86543 ,652 ,249 ,19194 ,0
36139712,556537 ,3006 ,5701 ,4090 ,0
764434411031060480,41 ,2108 ,0 ,2687 ,0
221932544,404377 ,200 ,652 ,1086 ,0
1250939077702156290,4823 ,13 ,9 ,19 ,0
404505766,350122 ,92 ,396 ,1216 ,0
807003567605227520,147203 ,156 ,518 ,663 ,0
36728196,734693 ,431 ,4805 ,8431 ,0
587463737,1076814 ,344 ,330 ,6518 ,0
335882527,184787 ,52320 ,39 ,0 ,0
19970426,25997 ,2099 ,536 ,6529 ,0
60865434,29528725 ,301 ,64813 ,101 ,0
2615556936,9437 ,767 ,24 ,127 ,0
18377827,77797 ,1863 ,1370 ,24150 ,0
268599131,227 ,374 ,3 ,3895 ,0
17482443,2070 ,2332 ,69 ,3451 ,0
1022555965894340608,1413 ,2622 ,0 ,286 ,0
1088831114813362176,535 ,4238 ,1 ,7154 ,0
77128292,358724 ,261477 ,1366 ,1237 ,0
5411002,16973 ,491 ,490 ,13041 ,0
1260327938483986434,3 ,127 ,0 ,36 ,0
4415530752,52 ,1178 ,0 ,363 ,0
1609523941,87 ,207 ,0 ,1 ,0
171711068,6675 ,1297 ,46 ,3143 ,0
1006293737654358016,145 ,66 ,0 ,12 ,0
56810175,45930 ,8631 ,1165 ,292985 ,0
1116468016877850624,66 ,243 ,0 ,9909 ,0
2761596124,192008 ,382 ,57 ,2269 ,0
1298686912262266881,0 ,57 ,0 ,16 ,0
17970094,581693 ,1158 ,1462 ,24233 ,0
960569243514359808,17787 ,17715 ,2 ,73332 ,0
849804653307076609,1785668 ,291 ,383 ,7423 ,0
51154192,863328 ,355 ,1101 ,1188 ,0
456425189,12072 ,11822 ,2 ,14184 ,0
376378883,2720348 ,162 ,2639 ,540 ,0
330262748,1357576 ,815 ,4194 ,2705 ,0
1144813094,26257 ,29276 ,49 ,906 ,0
1298651549342797827,21 ,377 ,0 ,0 ,0
1208654843533025282,133 ,784 ,0 ,136 ,0
226542162,7119108 ,1371 ,994 ,16516 ,0
381703893,4049 ,494 ,18 ,1655 ,0
58139739,13542 ,671 ,139 ,14927 ,0
1151470118972665856,53281 ,30 ,166 ,1 ,0
17828988,897218 ,1886 ,5595 ,3721 ,0
393028587,3143840 ,188 ,6814 ,472 ,0
41147159,3627279 ,209 ,4895 ,1599 ,0
1221130987477835777,192469 ,123 ,14 ,109 ,0
720117957,468 ,64 ,7 ,13180 ,0
2306423824,9687 ,9497 ,3 ,10221 ,0
130122646,5184754 ,202 ,19586 ,1172 ,0
1288129955415519233,1 ,108 ,0 ,79 ,0
1263594012184723460,77 ,120 ,0 ,1775 ,0
1259255408,422674 ,67 ,353 ,538 ,0
1295109985278529536,5 ,66 ,0 ,1 ,0
3107493797,95001 ,38 ,128 ,8 ,0
1725137533,4892171 ,109 ,2073 ,1467 ,0
282064204,3995164 ,383 ,3336 ,1428 ,0
15095537,5310229 ,1622 ,21015 ,1736 ,0
3615920477,23 ,44 ,0 ,6 ,0
865676744,149300 ,258 ,25 ,5522 ,0
18905975,1684982 ,75 ,5083 ,8720 ,0
889891524,3033 ,473 ,61 ,2595 ,0
192549399,50845 ,29 ,268 ,1 ,0
188516659,457 ,326 ,8 ,971 ,0
1107218593694007296,78 ,674 ,0 ,28 ,0
2214548825,155 ,967 ,0 ,510 ,0
19464027,194908 ,8163 ,988 ,48 ,0
454663182,711 ,1662 ,5 ,4096 ,0
4870121943,200918 ,133 ,18 ,3024 ,0
2178487947,6258 ,6131 ,2 ,6027 ,0
2550023839,867294 ,256 ,1565 ,2939 ,0
177140409,898 ,15 ,2 ,1056 ,0
1208837799358746625,62 ,404 ,0 ,2013 ,0
24897626,577078 ,486300 ,4146 ,46926 ,0
1293213842210721794,9 ,11 ,0 ,0 ,0
831581366,5580 ,1723 ,193 ,2470 ,0
1289518598843662336,30 ,428 ,0 ,104 ,0
36418935,24433 ,366 ,217 ,293 ,0
707143369,69 ,118 ,0 ,3667 ,0
1651824314,266454 ,40 ,491 ,5 ,0
731435611576532992,645 ,504 ,0 ,1067 ,0
258926374,29574 ,732 ,34 ,12226 ,0
1234220098124038144,13 ,371 ,0 ,1878 ,0
823440626989535234,6509 ,5452 ,0 ,70166 ,0
1241040301419925505,31 ,156 ,0 ,545 ,0
322764443,30 ,42 ,0 ,35 ,0
832442503538282496,15 ,39 ,0 ,5 ,0
1298202329536061440,1 ,40 ,0 ,9 ,0
4754087063,178468 ,175 ,183 ,4774 ,0
28631535,9064881 ,53 ,5772 ,93 ,0
95610041,1169973 ,733 ,2693 ,8865 ,0
3424643511,4001 ,3412 ,2 ,10333 ,0
3269694344,124 ,116 ,1 ,339 ,0
16767209,1531 ,813 ,18 ,38477 ,0
201405310,292839 ,63 ,218 ,1253 ,0
1273677793319096322,5 ,440 ,0 ,0 ,0
137206471,2086 ,3849 ,1 ,18708 ,0
1161482295221661697,67931 ,100 ,7 ,2451 ,0
115555080,5020 ,1932 ,11 ,3294 ,0
251652744,549 ,375 ,3 ,62 ,0
722912858,246 ,169 ,2 ,271 ,0
2812971281,57470 ,35439 ,184 ,2470 ,0
972322469460627458,54 ,1223 ,0 ,138 ,0
1011281422039044102,735710 ,67 ,916 ,134 ,0
1265031226064359431,7 ,618 ,0 ,77 ,0
885994789333848064,323789 ,0 ,41 ,0 ,0
878273375214477312,10958 ,54 ,29 ,349 ,0
759819971140591616,22 ,233 ,0 ,278 ,0
1269263209757913088,58 ,199 ,0 ,3579 ,0
256225105,16363 ,1280 ,383 ,3557 ,0
2165633652,11733 ,443 ,12 ,24930 ,0
15748165,2636679 ,1030 ,10950 ,6413 ,0
764182927,921672 ,229 ,629 ,476 ,0
1275535004274249728,1 ,98 ,0 ,19 ,0
19977028,337174 ,847 ,2962 ,4244 ,0
1169680644,258426 ,587 ,22 ,9974 ,0
10350,1575614 ,1478 ,15646 ,22646 ,0
1223097695260139520,10340 ,11123 ,1 ,17810 ,0
960309753586077696,1063 ,3770 ,0 ,382 ,0
340232381,136118 ,195 ,288 ,402 ,0
1084956351846146052,456 ,532 ,0 ,2036 ,0
2350971869,2114418 ,121 ,222 ,22666 ,0
1101315984,85894 ,0 ,343 ,11 ,0
1213406310961532928,936 ,1004 ,0 ,28291 ,0
1126899208357855233,1 ,165 ,1 ,2 ,0
1192946702891790336,390274 ,0 ,118 ,2 ,0
376113319,6495458 ,202 ,4735 ,24 ,0
1156338067,2702290 ,0 ,900 ,0 ,0
124450567,2191990 ,81 ,4941 ,1403 ,0
773069256,5016375 ,40 ,7017 ,8556 ,0
973135445969252352,0 ,22 ,0 ,9 ,0
2734287414,13 ,512 ,0 ,1 ,0
376817951,2472 ,3392 ,1 ,323 ,0
301921037,1134255 ,1776 ,3588 ,2642 ,0
108270266,151677 ,939 ,352 ,2155 ,0
23613479,11312174 ,257 ,9939 ,83 ,0
605778973,272 ,704 ,1 ,27 ,0
565752397,1834495 ,598 ,1625 ,6256 ,0
3241723220,1211 ,1067 ,7 ,13258 ,0
3044632922,27799 ,226 ,65 ,4405 ,0
2157651508,314106 ,6 ,228 ,1724 ,0
173560092,475 ,365 ,9 ,584 ,0
1081914976032444416,4906 ,5244 ,0 ,18129 ,0
1270976269748965378,2 ,332 ,0 ,220 ,0
401106059,107018 ,42944 ,30 ,473 ,0
1297161085838077952,10 ,1157 ,0 ,109 ,0
1022927026691481600,131059 ,245 ,4 ,890 ,0
319769408,855057 ,1257 ,1214 ,41222 ,0
760171064,170 ,502 ,2 ,780 ,0
798880817879650310,20599 ,154 ,14 ,1510 ,0
1268355005515431937,0 ,218 ,0 ,316 ,0
713221481036193792,414947 ,169 ,38 ,8947 ,0
1155278697580105734,72 ,1056 ,1 ,42 ,0
979655125412302849,651536 ,20 ,44 ,1055 ,0
121402638,4656096 ,386 ,10836 ,3934 ,0
53006611,2384 ,622 ,40 ,390 ,0
2462065170,377572 ,60 ,232 ,784 ,0
713853533632729088,738 ,291 ,1 ,29894 ,0
288031625,1346 ,1119 ,0 ,3100 ,0
950784001131737088,357154 ,0 ,836 ,934 ,0
1292511821015011328,5 ,115 ,0 ,10 ,0
138655447,915 ,1066 ,20 ,1689 ,0
1297300372768219136,5 ,27 ,0 ,0 ,0
81396062,242 ,256 ,0 ,7890 ,0
1036770944168194048,584362 ,98 ,364 ,4196 ,0
17910893,940916 ,221 ,7509 ,542 ,0
78270570,3255597 ,239 ,5126 ,524 ,0
460343731,448857 ,3608 ,265 ,664 ,0
82303907,119035 ,743 ,1412 ,1153 ,0
964514589894434817,39481 ,58 ,95 ,106 ,0
142262635,739868 ,381 ,507 ,130 ,0
92577188,138953 ,502 ,1527 ,6723 ,0
152251488,9268090 ,144 ,2451 ,17 ,0
958814513171779586,107779 ,369 ,2 ,3183 ,0
28331519,3024303 ,1 ,12607 ,140 ,0
1136764053022543875,1 ,30 ,0 ,1 ,0
1722403393,9423 ,2692 ,6 ,12333 ,0
358133733,1286 ,696 ,6 ,703 ,0
115436050,1256657 ,136987 ,1303 ,11624 ,0
28389925,132 ,1046 ,3 ,158 ,0
1225052209752215555,9 ,609 ,0 ,12 ,0
1294989199653863436,4 ,397 ,0 ,8 ,0
20444401,52332 ,18016 ,920 ,13740 ,0
1298622122919473153,1 ,48 ,0 ,0 ,0
1243635402847682561,3 ,344 ,0 ,61 ,0
24886570,14568797 ,486 ,14521 ,5896 ,0
805167486127767553,131451 ,3329 ,121 ,1899 ,0
248201406,31821 ,158 ,229 ,1261 ,0
185412058,14 ,540 ,0 ,30 ,0
189307961,2403329 ,13 ,552 ,933 ,0
1092809965679624193,1132 ,94 ,1 ,177 ,0
705912144437649409,85 ,55 ,0 ,9459 ,0
1288309657845604385,529 ,294 ,4 ,2576 ,0
2297026884,208 ,220 ,0 ,12525 ,0
2356566228,5434 ,1947 ,90 ,12321 ,0
738165350341058560,1434 ,1055 ,2 ,89440 ,0
1046331566316642304,364 ,878 ,1 ,25 ,0
172466166,437 ,2358 ,6 ,52395 ,0
29761740,11168 ,7575 ,269 ,9950 ,0
3938173949,158313 ,141148 ,540 ,10081 ,0
34994415,130464 ,1300 ,3728 ,7220 ,0
2560430229,619 ,379 ,10 ,3542 ,0
1156741633494409216,2390 ,753 ,14 ,4263 ,0
372175334,3920 ,1950 ,99 ,783456 ,0
717781732578037761,4013 ,991 ,23 ,11562 ,0
1121429751472640000,2887 ,3062 ,1 ,3205 ,0
1046240483943632897,624 ,796 ,4 ,24345 ,0
1109958900,118 ,221 ,0 ,185 ,0
1651840844,22 ,78 ,0 ,0 ,0
810513498665086976,8749 ,1353 ,195 ,14409 ,0
54368457,719 ,442 ,9 ,3922 ,0
2241646376,163 ,163 ,0 ,2557 ,0
1273109335393153031,450 ,632 ,3 ,4423 ,0
317930579,397 ,536 ,0 ,6536 ,0
989654189352636416,3816 ,4159 ,0 ,8064 ,0
992616072338690049,118 ,29 ,2 ,106 ,0
408786542,68916 ,73603 ,78 ,30900 ,0
1197680350169849858,61 ,710 ,0 ,37 ,0
3760753875,7640 ,2632 ,64 ,33530 ,0
80617430,262525 ,3469 ,4717 ,4412 ,0
30455980,1999 ,919 ,122 ,592 ,0
331530204,413 ,1609 ,1 ,2 ,0
459483899,83817 ,3625 ,1399 ,33533 ,0
777971022163087360,51 ,62 ,0 ,6395 ,0
19263978,3238701 ,2019 ,8352 ,21631 ,0
837056161643913217,311 ,1055 ,2 ,27244 ,0
2165705634,61 ,230 ,0 ,532 ,0
158848407,723155 ,2828 ,6241 ,76 ,0
576635322,2812 ,947 ,61 ,39408 ,0
2470223480,6352 ,783 ,43 ,5640 ,0
935845616751607808,177 ,787 ,0 ,1097 ,0
36789063,112 ,80 ,5 ,712 ,0
936783687194161152,626 ,1626 ,4 ,22476 ,0
2936051829,220 ,162 ,0 ,1569 ,0
171182605,3272 ,4236 ,2 ,51167 ,0
376878044,1475 ,2803 ,3 ,52399 ,0
42817731,4094 ,5000 ,19 ,29325 ,0
2247952680,639 ,4784 ,45 ,37859 ,0
1566700045,105 ,1252 ,5 ,1178 ,0
45668062,1040460 ,1902 ,1189 ,34625 ,0
71028123,141657 ,1435 ,2709 ,2021 ,0
25084657,15131 ,39 ,98 ,1150 ,0
380468726,8168 ,2128 ,177 ,15221 ,0
745820305411584000,73 ,141 ,0 ,12141 ,0
2848851623,1804 ,79 ,30 ,12242 ,0
811414973985550336,56354 ,21848 ,289 ,40671 ,0
33537967,1122688 ,137055 ,6919 ,17 ,0
918833971,18821 ,17673 ,20 ,98312 ,0
948724541056077824,806 ,378 ,2 ,2249 ,0
959396048803368960,184 ,1250 ,0 ,28707 ,0
26800893,2091 ,488 ,127 ,987 ,0
780874296461762560,269 ,274 ,2 ,13 ,0
25001016,908 ,2248 ,15 ,5618 ,0
1967329470,64268 ,57198 ,871 ,27126 ,0
893660161109348352,225 ,488 ,2 ,5710 ,0
2724218851,1604 ,1687 ,6 ,81916 ,0
337325417,43999 ,2456 ,395 ,36925 ,0
4562191821,1026 ,3194 ,8 ,42389 ,0
804015436979277824,378373 ,1 ,2795 ,726 ,0
1123368890829029377,198079 ,23 ,213 ,1713 ,0
4517565515,261484 ,1881 ,1385 ,116667 ,0
1212784844037447681,46 ,77 ,0 ,406 ,0
552186827,421 ,746 ,4 ,17132 ,0
148397910,20817 ,1353 ,289 ,3939 ,0
3331850139,67023 ,66612 ,203 ,61315 ,0
344955115,355881 ,304 ,3696 ,138 ,0
917818982442373123,2232 ,2819 ,22 ,2338 ,0
1088232459844702215,2408 ,928 ,14 ,84742 ,0
66840080,1516 ,1389 ,91 ,1 ,0
2416465640,60 ,222 ,0 ,32 ,0
1065449672721031174,130 ,120 ,1 ,9457 ,0
