Source,Target,Type,Id,Label,timeset,Weight
334468453,48488561,Directed,5530,,,1
334468453,229636313,Directed,5531,,,1
334468453,868654430,Directed,5532,,,1
334468453,592197437,Directed,5533,,,1
334468453,131047357,Directed,5534,,,1
334468453,1330457336,Directed,5535,,,1
334468453,292577345,Directed,5536,,,1
2940430543,22178780,Directed,5548,,,1
2608333754,4140881832,Directed,5565,,,1
725078455264530432,36362259,Directed,5600,,,1
725078455264530432,2557521,Directed,5605,,,1
245151455,428333,Directed,5614,,,1
997914902323974156,301309392,Directed,5635,,,1
1164210936825204736,14681605,Directed,5667,,,1
468050236,555653709,Directed,5691,,,1
468050236,193095044,Directed,5696,,,1
16302242,26588937,Directed,5703,,,1
1293637660892962818,3305470938,Directed,5707,,,1
183310940,15485441,Directed,5739,,,1
183310940,156132825,Directed,5741,,,1
183310940,338299807,Directed,5742,,,1
35999306,300114634,Directed,5750,,,1
982038652363726850,1151894035797336067,Directed,5759,,,1
260658183,25098482,Directed,5826,,,1
1150447252537794560,14504859,Directed,5834,,,1
288956125,560350106,Directed,5887,,,1
288956125,19583545,Directed,5889,,,1
288956125,19923144,Directed,5890,,,1
92818443,19923144,Directed,5910,,,1
304033734,48011984,Directed,5917,,,1
304033734,19252079,Directed,5918,,,1
718156043528900608,272985460,Directed,5957,,,1
150490233,50811932,Directed,5978,,,1
150490233,33995409,Directed,5986,,,1
506427309,36396108,Directed,6055,,,1
3305470938,1117786405,Directed,6060,,,1
42384760,19248106,Directed,6086,,,1
2296445296,4140881832,Directed,6115,,,1
1009252744186814466,25073877,Directed,6128,,,1
30251825,357606935,Directed,6159,,,1
26735127,36155311,Directed,6180,,,1
42651647,15846407,Directed,6188,,,1
42651647,15131310,Directed,6196,,,1
969691678734016513,1277391532505681921,Directed,6197,,,1
969691678734016513,1138503960,Directed,6199,,,1
969691678734016513,1119272907363037184,Directed,6200,,,1
969691678734016513,3017957005,Directed,6201,,,1
969691678734016513,1232130797525782528,Directed,6203,,,1
969691678734016513,3429979499,Directed,6204,,,1
969691678734016513,890841483145867264,Directed,6205,,,1
969691678734016513,4662373992,Directed,6206,,,1
185794607,155659213,Directed,6218,,,1
185794607,34613288,Directed,6220,,,1
19362299,246571305,Directed,6230,,,1
460116210,42562446,Directed,6288,,,1
251943063,18915240,Directed,6301,,,1
58725085,519895910,Directed,6309,,,1
58725085,185794607,Directed,6310,,,1
58725085,120215659,Directed,6312,,,1
58725085,915789565,Directed,6313,,,1
58725085,14364779,Directed,6314,,,1
58725085,852149624911650816,Directed,6315,,,1
58725085,983507472999747585,Directed,6316,,,1
1954262190,54951973,Directed,6327,,,1
1954262190,39275966,Directed,6331,,,1
1298302645325778946,34507480,Directed,6367,,,1
1298302645325778946,2163885564,Directed,6369,,,1
1298302645325778946,3298260008,Directed,6370,,,1
1298302645325778946,29758446,Directed,6371,,,1
1298302645325778946,564768792,Directed,6372,,,1
1298302645325778946,569858355,Directed,6373,,,1
1298302645325778946,44196397,Directed,6374,,,1
1298302645325778946,785651770697523200,Directed,6376,,,1
24794916,10228272,Directed,6437,,,1
615805429,714591458,Directed,6447,,,1
615805429,33995409,Directed,6452,,,1
615805429,193095044,Directed,6454,,,1
3015740111,1059194370,Directed,6475,,,1
88052073,573565184,Directed,6479,,,1
22178780,57710919,Directed,6496,,,1
1151894035797336067,982038652363726850,Directed,6523,,,1
50811932,3298260008,Directed,6528,,,1
50811932,1346180581,Directed,6531,,,1
50811932,150490233,Directed,6532,,,1
50811932,3004231,Directed,6536,,,1
1270119578778116101,3004871415,Directed,6557,,,1
1270119578778116101,35936474,Directed,6558,,,1
1270119578778116101,19362299,Directed,6560,,,1
1270119578778116101,29333114,Directed,6562,,,1
1270119578778116101,42562446,Directed,6563,,,1
1270119578778116101,2608333754,Directed,6564,,,1
1270119578778116101,155411974,Directed,6566,,,1
241386301,24633013,Directed,6587,,,1
241386301,515922423,Directed,6589,,,1
241386301,218713291,Directed,6590,,,1
241386301,116783706,Directed,6591,,,1
241386301,180505807,Directed,6592,,,1
241386301,32455951,Directed,6596,,,1
702699422589714432,785651770697523200,Directed,6610,,,1
702699422589714432,506591368,Directed,6611,,,1
155411974,10228272,Directed,6638,,,1
155411974,1884603416,Directed,6646,,,1
819954614,432146658,Directed,6658,,,1
819954614,298398992,Directed,6660,,,1
819954614,4325676132,Directed,6661,,,1
819954614,306501902,Directed,6662,,,1
819954614,15706037,Directed,6663,,,1
819954614,4832790886,Directed,6664,,,1
819954614,1141136372,Directed,6665,,,1
819954614,632743835,Directed,6666,,,1
105305397,373157754,Directed,6677,,,1
105305397,54631136,Directed,6678,,,1
105305397,35036835,Directed,6679,,,1
105305397,304033734,Directed,6681,,,1
105305397,224547753,Directed,6682,,,1
105305397,245151455,Directed,6683,,,1
105305397,234464298,Directed,6685,,,1
105305397,253015997,Directed,6686,,,1
158126576,180503626,Directed,6714,,,1
33995409,26565946,Directed,6721,,,1
33995409,2955596087,Directed,6725,,,1
2243552145,66753565,Directed,6728,,,1
1267649276399755266,35094637,Directed,6737,,,1
1267649276399755266,20567939,Directed,6741,,,1
1267649276399755266,42519612,Directed,6743,,,1
2949841030,25073877,Directed,6777,,,1
632743835,25073877,Directed,6805,,,1
1293347937813237761,935716178353369088,Directed,6807,,,1
1293347937813237761,1142869471289368577,Directed,6808,,,1
1293347937813237761,1026622505786789888,Directed,6809,,,1
1293347937813237761,1021883614705930241,Directed,6811,,,1
1293347937813237761,22178780,Directed,6812,,,1
1293347937813237761,25319414,Directed,6813,,,1
1293347937813237761,35982046,Directed,6814,,,1
1293347937813237761,1191539502,Directed,6816,,,1
205011174,293910828,Directed,6827,,,1
205011174,499426275,Directed,6828,,,1
205011174,818238024,Directed,6829,,,1
205011174,92818443,Directed,6831,,,1
205011174,150490233,Directed,6832,,,1
205011174,35999306,Directed,6834,,,1
205011174,133880286,Directed,6835,,,1
1270746887021158400,16302242,Directed,6855,,,1
171682730,138203134,Directed,6912,,,1
82167518,818876014390603776,Directed,6923,,,1
552423747,23865382,Directed,6927,,,1
839203565050572800,16318114,Directed,6969,,,1
839203565050572800,970207298,Directed,6970,,,1
75854088,2459771455,Directed,6989,,,1
1281294820355436544,811972460560019456,Directed,7002,,,1
1269594393197019137,3157899825,Directed,7009,,,1
1269594393197019137,2097571,Directed,7013,,,1
1140648348,16170253,Directed,7028,,,1
817376852566126593,17842366,Directed,7047,,,1
65551087,65639777,Directed,7063,,,1
65551087,217064621,Directed,7064,,,1
806006252,18166778,Directed,7107,,,1
1245701887346778112,25365536,Directed,7117,,,1
1245701887346778112,778567468449091584,Directed,7118,,,1
1245701887346778112,2829251164,Directed,7119,,,1
1245701887346778112,19923144,Directed,7122,,,1
1245701887346778112,29442313,Directed,7123,,,1
1245701887346778112,787471052,Directed,7124,,,1
1245701887346778112,357606935,Directed,7125,,,1
42970367,892275857779118080,Directed,7131,,,1
395682637,2783025822,Directed,7183,,,1
1111450223543500828,18650093,Directed,7196,,,1
1244387137136603136,5392522,Directed,7232,,,1
24958792,115536854,Directed,7248,,,1
205886080,602317143,Directed,7265,,,1
891144011959894016,2396677714,Directed,7280,,,1
2829251164,2964950313,Directed,7305,,,1
1277280391938916352,23375688,Directed,7308,,,1
46176168,2734713482,Directed,7319,,,1
1291776205352574976,970207298,Directed,7347,,,1
1291776205352574976,13393052,Directed,7353,,,1
1291776205352574976,17629860,Directed,7355,,,1
1291776205352574976,16129920,Directed,7356,,,1
1191766940357996545,29442313,Directed,7367,,,1
1191766940357996545,333935142,Directed,7369,,,1
1191766940357996545,256136003,Directed,7375,,,1
1191766940357996545,1339835893,Directed,7376,,,1
120176950,822215673812119553,Directed,7402,,,1
120176950,11348282,Directed,7403,,,1
1288643682493771776,822215673812119553,Directed,7407,,,1
1288643682493771776,970207298,Directed,7408,,,1
1288643682493771776,43132686,Directed,7409,,,1
1288643682493771776,822215679726100480,Directed,7411,,,1
1288643682493771776,108978886,Directed,7413,,,1
1288643682493771776,169686021,Directed,7415,,,1
1288643682493771776,18915579,Directed,7416,,,1
1039879658400112640,1058051748,Directed,7420,,,1
1039879658400112640,73181712,Directed,7424,,,1
963248234553634816,248495200,Directed,7432,,,1
29442313,49698134,Directed,7467,,,1
33563161,2484572270,Directed,7487,,,1
33563161,248735463,Directed,7490,,,1
33563161,67368942,Directed,7491,,,1
33563161,957025192605306880,Directed,7492,,,1
33563161,205886080,Directed,7493,,,1
33563161,519072324,Directed,7494,,,1
33563161,926532374,Directed,7496,,,1
1062986221117308928,9695312,Directed,7507,,,1
1062986221117308928,50374439,Directed,7508,,,1
246088673,65551087,Directed,7517,,,1
246088673,800942537083068416,Directed,7518,,,1
246088673,14248963,Directed,7520,,,1
246088673,16802422,Directed,7521,,,1
246088673,27511061,Directed,7523,,,1
246088673,82167518,Directed,7524,,,1
246088673,23600262,Directed,7525,,,1
1277256035217092616,11856892,Directed,7571,,,1
1298338536630833152,15764644,Directed,7579,,,1
1298338536630833152,44196397,Directed,7580,,,1
1298338536630833152,16318114,Directed,7581,,,1
1298338536630833152,109702390,Directed,7582,,,1
1298338536630833152,50393960,Directed,7583,,,1
1298338536630833152,5402612,Directed,7584,,,1
1298338536630833152,428333,Directed,7585,,,1
1298338536630833152,310450883,Directed,7586,,,1
17479266,19725644,Directed,7607,,,1
40105887,17461978,Directed,7622,,,1
40105887,33995409,Directed,7624,,,1
1035993151,1339835893,Directed,7633,,,1
400884404,72631996,Directed,7651,,,1
16318114,44196397,Directed,7687,,,1
16318114,14159148,Directed,7690,,,1
1205306829057744896,17006157,Directed,7709,,,1
887441512702910464,880412538625810432,Directed,7732,,,1
110541296,822215679726100480,Directed,7741,,,1
133832049,31779156,Directed,7747,,,1
133832049,2768501,Directed,7748,,,1
133832049,56440142,Directed,7749,,,1
133832049,76936279,Directed,7750,,,1
133832049,20954470,Directed,7751,,,1
133832049,10222862,Directed,7752,,,1
133832049,271476647,Directed,7753,,,1
133832049,1140648348,Directed,7754,,,1
133832049,46176168,Directed,7756,,,1
27511061,4119741,Directed,7759,,,1
27511061,13524182,Directed,7762,,,1
1204933664,27147528,Directed,7771,,,1
16543775,51241574,Directed,7795,,,1
1079802482640019456,24958792,Directed,7807,,,1
1079802482640019456,17479266,Directed,7808,,,1
1079802482640019456,57411021,Directed,7809,,,1
1079802482640019456,3428422540,Directed,7810,,,1
1079802482640019456,281593711,Directed,7811,,,1
1079802482640019456,892194522,Directed,7812,,,1
1079802482640019456,2459771455,Directed,7813,,,1
1079802482640019456,1196483297301467136,Directed,7815,,,1
1079802482640019456,168684891,Directed,7816,,,1
15463671,95463107,Directed,7818,,,1
15463671,16170253,Directed,7824,,,1
1663045830,939091,Directed,7832,,,1
1298386774683680768,19554706,Directed,7877,,,1
1298386774683680768,22703645,Directed,7882,,,1
19553409,18166778,Directed,7889,,,1
199471494,13850422,Directed,7917,,,1
1207536578802987009,23375688,Directed,7927,,,1
1207536578802987009,742143,Directed,7932,,,1
1298401483990487042,30354991,Directed,7937,,,1
1298401483990487042,357606935,Directed,7939,,,1
1298401483990487042,242862590,Directed,7942,,,1
1298401483990487042,15764644,Directed,7943,,,1
109702390,11347122,Directed,7945,,,1
1080865917377097728,29501253,Directed,7974,,,1
1080865917377097728,17632046,Directed,7976,,,1
1080865917377097728,342768115,Directed,7978,,,1
1080865917377097728,75854088,Directed,7979,,,1
1080865917377097728,13657922,Directed,7980,,,1
1080865917377097728,1039879658400112640,Directed,7981,,,1
1080865917377097728,333772098,Directed,7982,,,1
1271207531512246273,1135486501,Directed,8005,,,1
75069067,17471979,Directed,8022,,,1
404402822,14642495,Directed,8027,,,1
281593711,20818801,Directed,8034,,,1
281593711,19553409,Directed,8035,,,1
281593711,10950112,Directed,8036,,,1
281593711,120176950,Directed,8037,,,1
281593711,24715018,Directed,8039,,,1
281593711,42153941,Directed,8040,,,1
281593711,209792690,Directed,8041,,,1
55530920,24959108,Directed,8075,,,1
55530920,4575856758,Directed,8078,,,1
55530920,11348282,Directed,8080,,,1
106507775,57097104,Directed,8089,,,1
67368942,890891,Directed,8100,,,1
67324224,63796828,Directed,8119,,,1
1272727034775564289,15012486,Directed,8124,,,1
1272727034775564289,51241574,Directed,8126,,,1
1272727034775564289,109702390,Directed,8131,,,1
49043650,357606935,Directed,8180,,,1
884876013326536704,288232527,Directed,8184,,,1
519072324,2836421,Directed,8198,,,1
741830688870006788,169686021,Directed,8216,,,1
741830688870006788,15764644,Directed,8220,,,1
741830688870006788,28406270,Directed,8221,,,1
15368553,325830217,Directed,8241,,,1
198729186,1080865917377097728,Directed,8311,,,1
14135426,37804334,Directed,8314,,,1
14135426,67116939,Directed,8315,,,1
14135426,185289508,Directed,8316,,,1
14135426,15368553,Directed,8317,,,1
14135426,25691712,Directed,8319,,,1
14135426,20631422,Directed,8320,,,1
14135426,3368874253,Directed,8321,,,1
14135426,713047690313994242,Directed,8322,,,1
2459771455,22685638,Directed,8337,,,1
31779156,2732591676,Directed,8345,,,1
31779156,1967216306,Directed,8347,,,1
778567468449091584,512613427,Directed,8365,,,1
778567468449091584,35982046,Directed,8371,,,1
778567468449091584,181572333,Directed,8372,,,1
1196483297301467136,5392522,Directed,8403,,,1
975566909964873728,17006157,Directed,8409,,,1
1275199680280956928,11348282,Directed,8424,,,1
1275199680280956928,16129920,Directed,8425,,,1
1275199680280956928,15757578,Directed,8427,,,1
1275199680280956928,939091,Directed,8430,,,1
1275199680280956928,73181712,Directed,8431,,,1
977648674338521093,22203756,Directed,8439,,,1
715148185,19397785,Directed,8444,,,1
301014412,105119490,Directed,8470,,,1
301014412,21059255,Directed,8472,,,1
342768115,30354991,Directed,8475,,,1
342768115,17011177,Directed,8479,,,1
54664912,17842366,Directed,8484,,,1
54664912,91478624,Directed,8485,,,1
54664912,1367531,Directed,8486,,,1
54664912,822215673812119553,Directed,8487,,,1
54664912,51241574,Directed,8490,,,1
54664912,14980820,Directed,8491,,,1
24715018,119491006,Directed,8503,,,1
533367178,14499829,Directed,8510,,,1
2458567464,2347049341,Directed,8518,,,1
1298409379834675202,23375688,Directed,8586,,,1
1298409379834675202,1158464297602650112,Directed,8587,,,1
1298409379834675202,138203134,Directed,8588,,,1
1298409379834675202,34507480,Directed,8590,,,1
1298409379834675202,774187063,Directed,8591,,,1
1298409379834675202,15764644,Directed,8592,,,1
1298409379834675202,49043650,Directed,8593,,,1
223598619,1330457336,Directed,8595,,,1
360961711,23375688,Directed,8618,,,1
1179340454086750209,463222349,Directed,8624,,,1
1179340454086750209,73387846,Directed,8626,,,1
1179340454086750209,810807621380931584,Directed,8628,,,1
1179340454086750209,250618026,Directed,8629,,,1
1179340454086750209,1013204313026555908,Directed,8630,,,1
1179340454086750209,590346965,Directed,8632,,,1
1179340454086750209,245331115,Directed,8633,,,1
43705720,3171712086,Directed,8644,,,1
43705720,135421739,Directed,8645,,,1
43705720,1346439824,Directed,8647,,,1
43705720,31348594,Directed,8651,,,1
814122737790685184,742143,Directed,8670,,,1
814122737790685184,45022448,Directed,8673,,,1
1088748224280698880,17060015,Directed,8675,,,1
1088748224280698880,1654188770,Directed,8677,,,1
1088748224280698880,11348282,Directed,8681,,,1
1088748224280698880,86390214,Directed,8683,,,1
1285162198663217152,5943622,Directed,8714,,,1
1285162198663217152,20562637,Directed,8715,,,1
21108221,2708191476,Directed,8727,,,1
859816394556284929,34743251,Directed,8754,,,1
859816394556284929,44196397,Directed,8755,,,1
859816394556284929,13298072,Directed,8756,,,1
859816394556284929,1654188770,Directed,8758,,,1
1631379967,42226885,Directed,8767,,,1
2173410805,14075928,Directed,8818,,,1
2930582733,1409082714,Directed,8820,,,1
2930582733,3429950987,Directed,8821,,,1
2930582733,2444425802,Directed,8824,,,1
2930582733,13298072,Directed,8828,,,1
1173607748161953793,533085085,Directed,8843,,,1
23504870,474833666,Directed,8859,,,1
23504870,500704345,Directed,8861,,,1
23504870,20600214,Directed,8862,,,1
23504870,180463340,Directed,8863,,,1
23504870,17609668,Directed,8864,,,1
23504870,775834922816679936,Directed,8866,,,1
23504870,46424039,Directed,8867,,,1
23504870,14922225,Directed,8868,,,1
746074493768994816,30354991,Directed,8893,,,1
746074493768994816,15506669,Directed,8894,,,1
746074493768994816,17629860,Directed,8896,,,1
1298471485510692865,50115087,Directed,8909,,,1
1298471485510692865,17781165,Directed,8911,,,1
1298471485510692865,28184452,Directed,8914,,,1
1298491929512906758,11348282,Directed,8950,,,1
1298491929512906758,2396677714,Directed,8951,,,1
1298491929512906758,3198615740,Directed,8952,,,1
1298491929512906758,155659213,Directed,8953,,,1
1298491929512906758,247653244,Directed,8954,,,1
1298491929512906758,1025580806922633216,Directed,8955,,,1
1298491929512906758,1242286556699713537,Directed,8956,,,1
1298491929512906758,44196397,Directed,8958,,,1
19404869,5120691,Directed,8976,,,1
1150684606795878400,4230101712,Directed,8982,,,1
1298159340747132935,452155423,Directed,8990,,,1
1298159340747132935,23375688,Directed,8991,,,1
1298159340747132935,14230524,Directed,8995,,,1
1298159340747132935,155659213,Directed,8997,,,1
1278681167894478848,34743251,Directed,9010,,,1
1278681167894478848,207809313,Directed,9011,,,1
1278681167894478848,145125358,Directed,9014,,,1
1278681167894478848,13298072,Directed,9016,,,1
1253869484332462080,108382988,Directed,9024,,,1
1253869484332462080,1935742783,Directed,9028,,,1
1042967805828579329,50393960,Directed,9039,,,1
1217358928947712000,807095,Directed,9060,,,1
1217358928947712000,890891,Directed,9062,,,1
1217358928947712000,621523,Directed,9064,,,1
360142643,4783690002,Directed,9102,,,1
73387846,41931916,Directed,9174,,,1
3198615740,50393960,Directed,9183,,,1
1285077277630504960,13298072,Directed,9193,,,1
1285077277630504960,3412281493,Directed,9196,,,1
1285077277630504960,14075928,Directed,9197,,,1
1031441605,357606935,Directed,9207,,,1
1297767180264710145,29758446,Directed,9214,,,1
1297767180264710145,398306220,Directed,9215,,,1
1297767180264710145,22841103,Directed,9216,,,1
1297767180264710145,1027688366328958977,Directed,9217,,,1
1297767180264710145,307577818,Directed,9218,,,1
1297767180264710145,44196397,Directed,9219,,,1
1297767180264710145,279928610,Directed,9220,,,1
1297767180264710145,122556667,Directed,9222,,,1
201909764,4230101712,Directed,9223,,,1
2570728027,23022687,Directed,9236,,,1
2570728027,253167239,Directed,9237,,,1
2570728027,15110357,Directed,9242,,,1
48107626,79923701,Directed,9276,,,1
1053701536927207424,91478624,Directed,9304,,,1
47599026,39275966,Directed,9325,,,1
47599026,12,Directed,9326,,,1
47599026,15506669,Directed,9330,,,1
1191755781340663808,86390214,Directed,9334,,,1
1191755781340663808,50393960,Directed,9336,,,1
1191755781340663808,5402612,Directed,9338,,,1
1191755781340663808,25073877,Directed,9340,,,1
4230101712,1003072341633482752,Directed,9343,,,1
4230101712,3070263984,Directed,9344,,,1
4230101712,115719364,Directed,9349,,,1
4230101712,2421753757,Directed,9352,,,1
1283054869121835010,807095,Directed,9388,,,1
1283054869121835010,13298072,Directed,9392,,,1
1112730438,38271276,Directed,9413,,,1
1230968655116148736,11348282,Directed,9418,,,1
17874544,783214,Directed,9427,,,1
2857371197,113130846,Directed,9435,,,1
2857371197,183749519,Directed,9443,,,1
21886824,112047805,Directed,9456,,,1
1654188770,44196397,Directed,9484,,,1
1654188770,4629135316,Directed,9485,,,1
1654188770,2432748481,Directed,9487,,,1
1654188770,40940457,Directed,9488,,,1
1654188770,19404869,Directed,9489,,,1
1654188770,18458348,Directed,9490,,,1
1654188770,4439845096,Directed,9491,,,1
1654188770,15585350,Directed,9492,,,1
861667040658063364,106597684,Directed,9529,,,1
250618026,769869708359237632,Directed,9562,,,1
15585350,131546062,Directed,9569,,,1
315465682,7093352,Directed,9595,,,1
2860155693,207809313,Directed,9657,,,1
14140256,15241557,Directed,9688,,,1
914934805,50393960,Directed,9699,,,1
914934805,44196397,Directed,9701,,,1
914934805,5402612,Directed,9703,,,1
3024098055,994335752312979463,Directed,9718,,,1
788546485470261248,331333979,Directed,9743,,,1
1267814818787889152,23504870,Directed,9768,,,1
135731031,1961333743,Directed,9781,,,1
1013204313026555908,63796828,Directed,9792,,,1
1298359661540913153,145125358,Directed,9817,,,1
1298359661540913153,34743251,Directed,9819,,,1
1298359661540913153,71201743,Directed,9821,,,1
1298359661540913153,148248527,Directed,9823,,,1
1298359661540913153,135421739,Directed,9824,,,1
391273781,85662688,Directed,9845,,,1
391273781,1033527924,Directed,9846,,,1
391273781,278059361,Directed,9847,,,1
391273781,28076276,Directed,9849,,,1
391273781,41842907,Directed,9851,,,1
391273781,107436986,Directed,9853,,,1
403245020,157934715,Directed,9857,,,1
403245020,248031989,Directed,9859,,,1
403245020,996151208,Directed,9860,,,1
403245020,2889235817,Directed,9861,,,1
403245020,790557949,Directed,9863,,,1
403245020,604801801,Directed,9864,,,1
19405774,65045121,Directed,9875,,,1
19405774,236377257,Directed,9876,,,1
19405774,305514619,Directed,9877,,,1
19405774,37396210,Directed,9878,,,1
19405774,205343299,Directed,9880,,,1
19405774,239112729,Directed,9882,,,1
19405774,18038269,Directed,9883,,,1
19405774,958748014587383808,Directed,9884,,,1
1007170178,338084918,Directed,9890,,,1
1007170178,600435408,Directed,9892,,,1
788206354553069568,236699098,Directed,9901,,,1
637313893,9695312,Directed,9941,,,1
797846013948153856,783214,Directed,9972,,,1
2858807777,138372303,Directed,9986,,,1
2858807777,23375688,Directed,9991,,,1
1256743203858001920,181561712,Directed,10028,,,1
2950971280,18948541,Directed,10063,,,1
2950971280,15485441,Directed,10064,,,1
1013988168541069318,602317143,Directed,10084,,,1
107436986,85452649,Directed,10108,,,1
107436986,216299334,Directed,10110,,,1
107436986,268439864,Directed,10112,,,1
1269138506376495104,246500501,Directed,10115,,,1
21795016,20177423,Directed,10134,,,1
1259224143549079553,28406270,Directed,10146,,,1
1217199382153420800,168683422,Directed,10179,,,1
871831083503030272,257590445,Directed,10183,,,1
871831083503030272,11348282,Directed,10184,,,1
871831083503030272,2216375017,Directed,10185,,,1
871831083503030272,103178396,Directed,10186,,,1
871831083503030272,2684702992,Directed,10187,,,1
871831083503030272,126175098,Directed,10190,,,1
871831083503030272,98878309,Directed,10191,,,1
871831083503030272,1289034845767729153,Directed,10192,,,1
132104833,247653244,Directed,10208,,,1
132104833,32660559,Directed,10211,,,1
20007813,17711046,Directed,10234,,,1
20007813,16409683,Directed,10239,,,1
20007813,27247619,Directed,10241,,,1
496512430,105297123,Directed,10258,,,1
239112729,19110928,Directed,10293,,,1
1270517861791019008,255388236,Directed,10346,,,1
31328425,27406401,Directed,10388,,,1
1263155127717965824,31080039,Directed,10429,,,1
1263155127717965824,14922225,Directed,10431,,,1
996166008,34507480,Directed,10465,,,1
996166008,7744592,Directed,10469,,,1
996166008,14740219,Directed,10471,,,1
47136401,28221296,Directed,10489,,,1
1093468545521012736,1285980817,Directed,10494,,,1
2521696288,39364684,Directed,10505,,,1
2521696288,50246444,Directed,10507,,,1
2521696288,180463340,Directed,10510,,,1
2467992500,923357892673028097,Directed,10530,,,1
2787834637,19554706,Directed,10642,,,1
1224101197621219328,17919972,Directed,10655,,,1
958748014587383808,17006157,Directed,10668,,,1
2588022345,1093468545521012736,Directed,10682,,,1
2588022345,861643695430524929,Directed,10683,,,1
2588022345,1172219929225027584,Directed,10684,,,1
2588022345,1094136358296264704,Directed,10685,,,1
2588022345,1271937241057812480,Directed,10686,,,1
2588022345,1057068776427081728,Directed,10687,,,1
2588022345,1030822758660427776,Directed,10688,,,1
2588022345,1031452291092684800,Directed,10689,,,1
2588022345,1024459045355315200,Directed,10690,,,1
2588022345,1096726677315612673,Directed,10691,,,1
264654147,23375688,Directed,10692,,,1
264654147,26565946,Directed,10700,,,1
1156160934366203904,1126749496082223104,Directed,10733,,,1
1156160934366203904,988692701791993856,Directed,10735,,,1
996151208,19248106,Directed,10785,,,1
925889023742156800,310172617,Directed,10802,,,1
884497498605268994,338084918,Directed,10810,,,1
1297163528923680768,17471979,Directed,10826,,,1
216495307,116341480,Directed,10845,,,1
216495307,14504859,Directed,10846,,,1
27247619,18867311,Directed,10874,,,1
27247619,285822339,Directed,10876,,,1
27247619,297613728,Directed,10878,,,1
27247619,216495307,Directed,10879,,,1
27247619,47136401,Directed,10880,,,1
27247619,31173122,Directed,10881,,,1
27247619,15834279,Directed,10883,,,1
37945489,17006157,Directed,10900,,,1
1159519602109505536,12,Directed,10954,,,1
1030822758660427776,1150409755342573569,Directed,10991,,,1
1267467898144112640,829300368454594561,Directed,11004,,,1
1267467898144112640,264654147,Directed,11008,,,1
1267467898144112640,1145497867496427520,Directed,11009,,,1
1267467898144112640,824133056864940032,Directed,11012,,,1
1267467898144112640,1199674071153348626,Directed,11013,,,1
1284987329933910018,1267467898144112640,Directed,11024,,,1
1284987329933910018,226944459,Directed,11033,,,1
31173122,181561712,Directed,11040,,,1
23605284,1901546563,Directed,11067,,,1
1126749496082223104,168683422,Directed,11116,,,1
43554463,19826509,Directed,11153,,,1
923357892673028097,1878450026,Directed,11212,,,1
226919004,21758143,Directed,11227,,,1
226919004,43554463,Directed,11229,,,1
226919004,15251613,Directed,11230,,,1
226919004,107836802,Directed,11231,,,1
226919004,18979204,Directed,11232,,,1
226919004,19110928,Directed,11233,,,1
226919004,27855816,Directed,11236,,,1
1254250966624301056,564000560,Directed,11249,,,1
146098362,87301324,Directed,11321,,,1
15607482,98765275,Directed,11328,,,1
1073150407319289856,2202704605,Directed,11339,,,1
1073150407319289856,34507480,Directed,11340,,,1
1073150407319289856,3247835011,Directed,11341,,,1
1073150407319289856,28987332,Directed,11342,,,1
1073150407319289856,2281038372,Directed,11343,,,1
1073150407319289856,960340787782299648,Directed,11345,,,1
1073150407319289856,16325053,Directed,11346,,,1
101825544,50246444,Directed,11355,,,1
1087760543451090944,39364684,Directed,11397,,,1
608615938,26726105,Directed,11427,,,1
608615938,2564393420,Directed,11428,,,1
608615938,143522752,Directed,11429,,,1
608615938,199789270,Directed,11430,,,1
608615938,2230220556,Directed,11431,,,1
608615938,77692824,Directed,11432,,,1
608615938,496512430,Directed,11433,,,1
608615938,94588930,Directed,11434,,,1
608615938,146098362,Directed,11435,,,1
608615938,45629519,Directed,11436,,,1
789393170601644032,35094637,Directed,11451,,,1
2735062908,300114634,Directed,11468,,,1
2735062908,3004231,Directed,11470,,,1
1265312285985251330,807095,Directed,11500,,,1
1103708226107965445,82319018,Directed,11573,,,1
1292179730318397440,58465556,Directed,11586,,,1
90774609,20177423,Directed,11600,,,1
18979204,5402612,Directed,11675,,,1
1285577965590310912,16664681,Directed,11679,,,1
1285577965590310912,25365536,Directed,11680,,,1
1285577965590310912,57097104,Directed,11683,,,1
1059325677202157568,168683422,Directed,11688,,,1
310172617,19986985,Directed,11710,,,1
310172617,23605284,Directed,11711,,,1
310172617,925889023742156800,Directed,11712,,,1
310172617,2858807777,Directed,11713,,,1
310172617,35369214,Directed,11714,,,1
310172617,86422542,Directed,11715,,,1
310172617,1545145386,Directed,11716,,,1
310172617,106797195,Directed,11717,,,1
310172617,47645546,Directed,11718,,,1
310172617,85452649,Directed,11719,,,1
546995355,2467791,Directed,11738,,,1
172589611,55442973,Directed,11763,,,1
172589611,68758745,Directed,11766,,,1
143522752,18222378,Directed,11791,,,1
143522752,32660559,Directed,11799,,,1
1119763877825105920,9695312,Directed,11824,,,1
611949377,20015311,Directed,11832,,,1
1145497867496427520,4375041622,Directed,11849,,,1
719218159,258926374,Directed,11873,,,1
719218159,44196397,Directed,11876,,,1
764434411031060480,138372303,Directed,11899,,,1
1250939077702156290,121402638,Directed,11916,,,1
1250939077702156290,996714062636572672,Directed,11918,,,1
404505766,33884545,Directed,11926,,,1
404505766,11348282,Directed,11928,,,1
587463737,2396677714,Directed,11932,,,1
19970426,95610041,Directed,11960,,,1
