Id,Label,timeset,name,follower count,friends count,indegree,outdegree,Degree,pageranks,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,weighted indegree,weighted outdegree,Weighted Degree,clustering
247723476,0,,MATT DRUDGE,568208,0,1,0,1,0.000682,0,0,0,0,1,0,1,0
1373054690,1,,Christine,0,84,0,4,4,0.000359,1,1,1,0,0,4,4,0
877807935493033984,0,,Binance,1235272,344,2,0,2,0.000781,0,0,0,0,2,0,2,0
1283358278076882944,1,,wAc,0,212,0,3,3,0.000359,1,1,1,0,0,3,3,0
23783692,0,,Columbus Blue Jackets,491929,1632,1,0,1,0.000682,0,0,0,0,1,0,1,0
172414996,0,,Anna Kooiman,151140,2038,1,0,1,0.000682,0,0,0,0,1,0,1,0
1279617214459469824,0,,Taryn Lilly,4,31,0,4,4,0.000359,4,0.473684,0.560185,0,0,4,4,0
125441553,1,,Chy'City.tattoos,395,0,1,0,1,0.000395,0,0,0,0,1,0,1,0
15811181,0,,Amoeba Music,245413,6160,1,0,1,0.000658,0,0,0,0,1,0,1,0
325830217,0,,VP Biden (Archived),2508430,132,2,0,2,0.001017,0,0,0,0,2,0,2,0
158487331,0,,Neymar Jr,48717619,737,8,0,8,0.002232,0,0,0,0,8,0,8,0
1330457336,0,,Bill Clinton,12180989,35,5,0,5,0.001264,0,0,0,0,5,0,5,0
823083,1,,Miguel de Icaza,73361,3189,1,0,1,0.000498,0,0,0,0,1,0,1,0
33041426,0,,dax shepard,1164117,625,2,7,9,0.000775,2,0.818182,0.888889,0.000028,2,7,9,0
50374439,0,,Tom Hanks,16703277,25,4,0,4,0.001389,0,0,0,0,4,0,4,0
18948923,1,,NashvilleBizJournal,63467,2416,1,0,1,0.000431,0,0,0,0,1,0,1,0
166739404,0,,Emma Watson,29210785,397,2,0,2,0.000872,0,0,0,0,2,0,2,0
14573900,0,,Manchester City,8244705,52076,4,0,4,0.001194,0,0,0,0,4,0,4,0
138372303,0,,FIFA World Cup,7744726,553,4,0,4,0.001305,0,0,0,0,4,0,4,0
22756947,1,,Women in Technology,172391,22410,1,0,1,0.000428,0,0,0,0,1,0,1,0
1964571728,0,,Karim Benzema,11366008,68,1,0,1,0.000413,0,0,0,0,1,0,1,0
936367565437157376,0,,Amazon.com.au,3670,9,2,8,10,0.000614,4,0.344051,0.387072,0.000051,2,8,10,0
38164846,0,,Paris Saint-Germain,8049872,137,0,3,3,0.000359,1,1,1,0,0,3,3,0
25460615,0,,norman reedus,3860000,9689,1,0,1,0.00041,0,0,0,0,1,0,1,0
309366491,0,,Twitch,6918855,686,1,0,1,0.000435,0,0,0,0,1,0,1,0
39275966,0,,Robert Herjavec,813859,166,3,0,3,0.000736,0,0,0,0,3,0,3,0
2421079436,0,,Fire TV :television:,52015,450,1,8,9,0.000452,1,1,1,0.000022,1,8,9,0
17919972,0,,Taylor Swift,87031814,0,5,0,5,0.002036,0,0,0,0,5,0,5,0
1292335003758559234,1,,Dashrath Das Mahant,0,19,0,5,5,0.000359,4,0.350318,0.381061,0,0,5,5,0.05
17471979,0,,National Geographic,24343849,147,4,0,4,0.00182,0,0,0,0,4,0,4,0
1150409755342573569,0,,nairamarley,1803593,13,2,0,2,0.000873,0,0,0,0,2,0,2,0
1900999764,0,,Audible.com.au,2839,410,1,0,1,0.000428,0,0,0,0,1,0,1,0
1618884925,1,,sol :crystal_ball:,237,226,1,0,1,0.000459,0,0,0,0,1,0,1,0
310111388,1,,Ali alale,240,5002,0,2,2,0.000359,1,1,1,0,0,2,2,0
863808288789590017,1,,SKHANDA GAWD RADEBE,174,893,0,1,1,0.000359,1,1,1,0,0,1,1,0
68034431,0,,Recep Tayyip Erdoğan,16593800,96,4,2,6,0.002097,1,1,1,0.000004,4,2,6,0.1
1275874445601595392,0,,Rakibulla Mondal,1,49,0,2,2,0.000359,5,0.259524,0.282722,0,0,2,2,0
1314883734,0,,Brian Baker,18134,260,1,0,1,0.00041,0,0,0,0,1,0,1,0
2363965196,1,,Abhijeet Singh,16,11,0,3,3,0.000359,2,0.578947,0.636364,0,0,3,3,0
138203134,0,,Alexandria Ocasio-Cortez,8425236,2706,6,0,6,0.001547,0,0,0,0,6,0,6,0
278146795,0,,ōlloclip,20936,170,1,0,1,0.00042,0,0,0,0,1,0,1,0
3855911,1,,Rodney Rumford,7722,7980,1,1,2,0.000451,1,1,1,0.000003,1,1,2,0
807220518,1,,Evan Prokop,1202,637,1,0,1,0.000498,0,0,0,0,1,0,1,0
428333,0,,CNN Breaking News,58517473,119,4,0,4,0.001405,0,0,0,0,4,0,4,0
6708952,0,,Steve Case,736149,5889,1,1,2,0.00041,1,1,1,0.000003,1,1,2,0
1133445477536542720,1,,Kartik Tyagi,12,119,0,3,3,0.000359,1,1,1,0,0,3,3,0
1603882129,0,,Oscar,17448,1356,1,0,1,0.000498,0,0,0,0,1,0,1,0
111141045,0,,Brad Woodhouse,27219,1908,1,0,1,0.00041,0,0,0,0,1,0,1,0
3298340918,0,,Amazon.ca,15011,175,3,8,11,0.000678,2,0.681818,0.766667,0.000044,3,8,11,0.009091
24828946,1,,Dan Wilson,33,115,0,2,2,0.000359,1,1,1,0,0,2,2,0
595689564,1,,AWS UK & Ireland,33978,42,1,0,1,0.000498,0,0,0,0,1,0,1,0
14740219,0,,Amazon Music,1874282,3297,2,0,2,0.000536,0,0,0,0,2,0,2,0
316033903,1,,Bukowski Quotes,4887,1670,1,0,1,0.000459,0,0,0,0,1,0,1,0
20015311,0,,Ricky Gervais,14476502,1456,2,0,2,0.001061,0,0,0,0,2,0,2,0
325652151,1,,Bloomberg Hyperdrive,13806,216,1,0,1,0.000424,0,0,0,0,1,0,1,0
15241557,0,,Reed Hastings,69523,134,2,0,2,0.000888,0,0,0,0,2,0,2,0
2793952751,0,,Yılmaz ÖZDİL,1675043,2,1,1,2,0.000399,1,1,1,0,1,1,2,0.5
44282068,1,,Beach Camera,3635,4758,1,0,1,0.00042,0,0,0,0,1,0,1,0
1242819338886877184,0,,Abbie Lynn,16,23,0,1,1,0.000359,3,0.47619,0.516667,0,0,1,1,0
49305802,1,,Eaur Beauty,393,697,1,1,2,0.00042,1,1,1,0.000003,1,1,2,0
2244994945,0,,Twitter Dev,510565,2024,1,0,1,0.001047,0,0,0,0,1,0,1,0
2161606332,1,,AWS Amplify,14720,13,1,1,2,0.000498,2,0.538462,0.571429,0,1,1,2,0
41931916,0,,soL Haber,736355,12,2,1,3,0.000764,1,1,1,0.000001,2,1,3,0
980573135220113408,0,,Vitaliy Zarubin,2,21,0,1,1,0.000359,1,1,1,0,0,1,1,0
15670515,0,,Windows,6293623,1714,1,0,1,0.000555,0,0,0,0,1,0,1,0
28406270,0,,Kumail Nanjiani,3118233,3210,4,0,4,0.000992,0,0,0,0,4,0,4,0
3065618342,0,,Discord,2260126,1054,1,0,1,0.000521,0,0,0,0,1,0,1,0
148343494,0,,James Jones,2902,1533,1,0,1,0.000424,0,0,0,0,1,0,1,0
1406619086,0,,Cardiff Brothers,1344838,1086276,1,0,1,0.000521,0,0,0,0,1,0,1,0
185142711,0,,BCCI,12277648,75,1,0,1,0.000467,0,0,0,0,1,0,1,0
1268871758347558912,1,,AK,0,6,0,2,2,0.000359,4,0.340694,0.361883,0,0,2,2,0.5
15506669,0,,Jeff Bezos,1647359,1,4,0,4,0.000719,0,0,0,0,4,0,4,0
768088519088668672,1,,Sium Weldemicael,43,114,0,2,2,0.000359,5,0.306502,0.328114,0,0,2,2,0
12,0,,jack,4773376,4513,4,0,4,0.001113,0,0,0,0,4,0,4,0
460703687,1,,Serengetee,21561,111,1,0,1,0.00042,0,0,0,0,1,0,1,0
49954421,1,,Cool Buckles,589,1565,1,0,1,0.000435,0,0,0,0,1,0,1,0
2714290906,1,,nuria paris,5,30,0,2,2,0.000359,6,0.221766,0.26142,0,0,2,2,0
10441,1,,Phil Gerbyshak,19446,14101,1,0,1,0.000424,0,0,0,0,1,0,1,0
5768872,0,,Gary Vaynerchuk,2190640,12218,4,0,4,0.000825,0,0,0,0,4,0,4,0
218078497,0,,Sözcü,2512185,30,2,0,2,0.000759,0,0,0,0,2,0,2,0.5
1026111586652631041,1,,RADINGATE_G,25,110,0,1,1,0.000359,1,1,1,0,0,1,1,0
2558843462,1,,Nahid Ahmad,6973,7482,1,0,1,0.000451,0,0,0,0,1,0,1,0
51263592,0,,Adam Schefter,7874527,3221,1,0,1,0.000521,0,0,0,0,1,0,1,0
19084896,0,,Rick Wilson,1180698,6148,1,0,1,0.000424,0,0,0,0,1,0,1,0
31348594,0,,Akshay Kumar,38441235,26,3,0,3,0.000666,0,0,0,0,3,0,3,0
346878074,0,,The Bachelor,966193,513,1,0,1,0.00041,0,0,0,0,1,0,1,0
1248672392639119360,0,,kenan,5,30,0,8,8,0.000359,2,0.785714,0.863636,0,0,8,8,0.071429
2896946410,1,,Ryan,16,98,0,3,3,0.000359,1,1,1,0,0,3,3,0
627673190,0,,"#UCLfinal",30042227,535,4,0,4,0.000803,0,0,0,0,4,0,4,0
933737516,0,,Anker,103187,492,2,2,4,0.000814,1,1,1,0.000008,2,2,4,0
2577476334,0,,Jay Carney,45168,1223,1,8,9,0.000452,2,0.9,0.944444,0.000025,1,8,9,0
29873662,0,,Marques Brownlee,4150796,377,2,0,2,0.001078,0,0,0,0,2,0,2,0
15808765,0,,Cory Booker,4587353,90817,2,0,2,0.000504,0,0,0,0,2,0,2,0
1247630011043061764,0,,Nathalie Huijbers,156,44,1,0,1,0.000921,0,0,0,0,1,0,1,0
29734071,1,,Onextrapixel,51037,368,0,2,2,0.000359,1,1,1,0,0,2,2,0
29840295,0,,Jessica Simpson,6431805,293,1,0,1,0.000682,0,0,0,0,1,0,1,0
185397039,1,,A$AP Pounded Yams :Nigeria::St._Vincent_&_Grenadines::Canada::Lesotho:,119,524,1,0,1,0.000431,0,0,0,0,1,0,1,0
21001534,0,,Audible,264846,778,1,0,1,0.000428,0,0,0,0,1,0,1,0
702207062,1,,Ryan Schmidt,126,221,1,1,2,0.000431,1,1,1,0.000004,1,1,2,0
572373159,1,,Tech Armor,7319,678,1,2,3,0.000435,1,1,1,0.000007,1,2,3,0
62614267,0,,Treasure Truck,17909,40,1,2,3,0.00042,3,0.466667,0.52381,0.000007,1,2,3,0
13298072,0,,Tesla,6079493,74,6,0,6,0.001032,0,0,0,0,6,0,6,0
70363441,0,,Mustafa Varank,643243,974,1,0,1,0.001303,0,0,0,0,1,0,1,0
12447792,0,,Splunk,67947,2745,1,0,1,0.000498,0,0,0,0,1,0,1,0
550202880,0,,Raphaël Varane,6012438,104,2,0,2,0.000557,0,0,0,0,2,0,2,0
1297608510599987210,1,,WetOmeletteThreat,1,92,0,2,2,0.000359,1,1,1,0,0,2,2,0
17475575,0,,Best Buy,926175,85,1,0,1,0.00041,0,0,0,0,1,0,1,0
556130277,0,,T.C. Sağlık Bakanlığı,1814588,16,1,1,2,0.000399,2,0.6,0.666667,0,1,1,2,0.5
1261273216686813184,1,,Pragna Balaji Rao,7,47,0,3,3,0.000359,2,0.666667,0.75,0,0,3,3,0
301309392,0,,eNCA,2434531,859,3,0,3,0.001046,0,0,0,0,3,0,3,0
1278399152590737409,0,,All In: The Fight For Democracy,355,53,1,2,3,0.000431,1,1,1,0.000005,1,2,3,0
5988062,0,,The Economist,24951178,129,3,0,3,0.00087,0,0,0,0,3,0,3,0
21925400,1,,Kathleen Murphy,1215,1080,1,1,2,0.000431,1,1,1,0.000004,1,1,2,0
219248343,0,,TRT HABER,3502900,4,1,1,2,0.000399,2,0.6,0.666667,0,1,1,2,0.5
214620546,0,,Fox Small Business,59885,213,1,0,1,0.000424,0,0,0,0,1,0,1,0
1636590253,0,,Tim Cook,12059386,69,1,0,1,0.000467,0,0,0,0,1,0,1,0
155878576,1,,droidcon London,5145,1056,1,0,1,0.000451,0,0,0,0,1,0,1,0
447062632,1,,leon,37,1177,0,5,5,0.000359,1,1,1,0,0,5,5,0
17602896,0,,IMDb,4510184,1180,2,0,2,0.000511,0,0,0,0,2,0,2,0
279400382,1,,The Bella Bambino,411,1015,1,1,2,0.000424,4,0.32622,0.340343,0.000087,1,1,2,0.5
234051381,0,,Amazon Developers,42138,961,2,6,8,0.000614,2,0.875,0.928571,0.000019,2,6,8,0
40519997,0,,Chad Johnson,3319930,7228,2,0,2,0.000717,0,0,0,0,2,0,2,0
283080153,0,,Nihat Zeybekci :Turkey:,536713,888,1,0,1,0.001303,0,0,0,0,1,0,1,0
500704345,0,,Pope Francis,18761978,8,2,0,2,0.000499,0,0,0,0,2,0,2,0
36686040,0,,Maxine Waters,1456409,691,1,0,1,0.000682,0,0,0,0,1,0,1,0
198975780,0,,Jordan,4073985,140,1,0,1,0.000467,0,0,0,0,1,0,1,0
2835606110,1,,Amazon Video Shorts,768,67,0,1,1,0.000359,2,0.666667,0.75,0,0,1,1,0
2879463024,1,,Jason Mirah,106,1087,0,1,1,0.000359,1,1,1,0,0,1,1,0
2893511188,0,,Ryan Reynolds,16406072,945,3,0,3,0.000902,0,0,0,0,3,0,3,0
17220817,0,,Prime Video,1707175,678,3,0,3,0.001111,0,0,0,0,3,0,3,0
29501253,0,,Adam Schiff,2447049,777,2,0,2,0.000521,0,0,0,0,2,0,2,0
564000560,0,,Denise Landis,1247493,643637,1,0,1,0.000682,0,0,0,0,1,0,1,0
1246391614546853900,1,,Danny Blizz,45,112,0,2,2,0.000359,1,1,1,0,0,2,2,0
816653,0,,TechCrunch,10115642,959,4,0,4,0.001056,0,0,0,0,4,0,4,0
630788634,0,,Shannon Blockton,817,4342,1,2,3,0.000435,1,1,1,0.000005,1,2,3,0
15754281,0,,USA TODAY,4126024,790,2,0,2,0.001045,0,0,0,0,2,0,2,0
102141753,1,,Amazon Marketplace,8086,89,3,10,13,0.000722,5,0.265509,0.323364,0.000084,3,10,13,0.00641
147441627,0,,Maryhathor Mora,670,365,0,1,1,0.000359,1,1,1,0,0,1,1,0
2838456199,0,,Krishan Paramesvaran,43,160,0,3,3,0.000359,6,0.214425,0.250152,0,0,3,3,0
18785482,1,,jgall,60,101,1,0,1,0.00041,0,0,0,0,1,0,1,0
74319127,1,,Adah,197,483,1,0,1,0.000431,0,0,0,0,1,0,1,0
1106579662136901633,0,,Nader Gamal,12,263,0,3,3,0.000359,2,0.8,0.875,0,0,3,3,0
295674527,0,,İlber Ortaylı,3148562,4,1,0,1,0.000399,0,0,0,0,1,0,1,0
512613427,0,,Russell Wilson,5500158,69,3,0,3,0.001238,0,0,0,0,3,0,3,0
18200480,1,,Secondipity,568,560,1,0,1,0.000435,0,0,0,0,1,0,1,0
14222536,0,,tyler oakley,5738877,806,1,0,1,0.00041,0,0,0,0,1,0,1,0
14392222,1,,Matt Perrin,1160,1155,1,0,1,0.000451,0,0,0,0,1,0,1,0
248917209,0,,Henry Winkler,751576,691,1,0,1,0.000459,0,0,0,0,1,0,1,0
25613925,0,,Samin Nosrat,96799,1930,1,1,2,0.000459,1,1,1,0.000003,1,1,2,0
16072058,0,,Mike Memoli,56153,1989,1,0,1,0.00041,0,0,0,0,1,0,1,0
383725805,1,,Pınar  Yaycıoğlu,95,2544,0,1,1,0.000359,1,1,1,0,0,1,1,0
350118701,0,,Eric Abidal,602141,290,1,0,1,0.000399,0,0,0,0,1,0,1,0
15327565,1,,InTheSharkTank.com,87134,10035,1,0,1,0.00042,0,0,0,0,1,0,1,0
180505807,0,,Instagram,35184249,165,3,2,5,0.001248,1,1,1,0.000007,3,2,5,0
85741735,0,,Amazon Help,323214,70,2,1,3,0.000536,1,1,1,0.000002,2,1,3,0
1224641811072765952,0,,Rajiv Rathore,0,27,0,2,2,0.000359,2,0.666667,0.75,0,0,2,2,0
35206553,0,,Megan Amram,1151418,4155,1,0,1,0.000459,0,0,0,0,1,0,1,0
19795597,0,,AmazonAssociates,45147,33,1,5,6,0.00042,2,0.631579,0.708333,0.000006,1,5,6,0
11856892,0,,Meet the Press,639126,420,2,0,2,0.000747,0,0,0,0,2,0,2,0
983804207827472385,0,,Myende,988,2469,0,1,1,0.000359,1,1,1,0,0,1,1,0
2425151,0,,Facebook,13368883,724,2,0,2,0.000601,0,0,0,0,2,0,2,0
231726733,1,,Cosmo Harrigan,689,694,1,0,1,0.000424,0,0,0,0,1,0,1,0
818503099,0,,Amazon Fashion,27463,27,2,1,3,0.000751,1,1,1,0.000003,2,1,3,0
517077573,0,,Markiplier,12636702,338,1,0,1,0.000467,0,0,0,0,1,0,1,0
2097571,0,,CNN International,11114193,369,3,0,3,0.000749,0,0,0,0,3,0,3,0
53925101,0,,Social Media Examiner #YMS20,519146,2805,1,0,1,0.000424,0,0,0,0,1,0,1,0
20793816,0,,Amazon,3361014,50,4,10,14,0.001036,3,0.479821,0.517134,0.000234,4,10,14,0.019231
54951973,0,,Mary J. Blige,6057143,323,2,0,2,0.000585,0,0,0,0,2,0,2,0
818902172347678720,0,,Amazon News,145544,844,2,8,10,0.000641,2,0.75,0.833333,0.000038,2,8,10,0
378221899,1,,The Build Network,4492,3026,1,0,1,0.000424,0,0,0,0,1,0,1,0
19923144,0,,NBA,31066771,1749,5,0,5,0.001267,0,0,0,0,5,0,5,0
269865906,1,,Disability:IN,9737,4889,1,0,1,0.000431,0,0,0,0,1,0,1,0
15276225,0,,Lennon Parham,43495,4727,1,1,2,0.000459,1,1,1,0.000003,1,1,2,0
66780587,0,,Amazon Web Services,1842386,859,4,7,11,0.001084,1,1,1,0.000028,4,7,11,0
344801362,0,,David Luiz,8808105,199,2,0,2,0.000525,0,0,0,0,2,0,2,0
24223641,0,,Michael Pollan,559130,666,1,0,1,0.000741,0,0,0,0,1,0,1,0
18948541,0,,Seth MacFarlane,14003960,479,3,0,3,0.001525,0,0,0,0,3,0,3,0
19566104,1,,Jane Hadley,242,1153,0,1,1,0.000359,1,1,1,0,0,1,1,0
2936714848,0,,Muhammadu Buhari,3368153,26,1,0,1,0.000521,0,0,0,0,1,0,1,0
18771370,0,,ErikWemple,59534,1707,1,0,1,0.00041,0,0,0,0,1,0,1,0
79714650,0,,mark mcnairy,8855,127,1,0,1,0.00042,0,0,0,0,1,0,1,0
15227791,0,,William Shatner,2550089,602,1,1,2,0.000435,1,1,1,0.000003,1,1,2,0
769869708359237632,0,,T.C. Millî Savunma Bakanlığı,1568957,15,3,1,4,0.001087,2,0.6,0.666667,0.000003,3,1,4,0.083333
291428614,0,,Liza Koshy,2916609,905,1,0,1,0.000682,0,0,0,0,1,0,1,0
29307276,0,,Kenny Smith,1093173,663,1,0,1,0.00043,0,0,0,0,1,0,1,0
18222378,0,,50cent,12178172,12,1,0,1,0.000535,0,0,0,0,1,0,1,0
996282520542072832,1,,KINGJAE,13,371,0,2,2,0.000359,1,1,1,0,0,2,2,0
255176423,1,,T.R.E.,2385,451,1,0,1,0.00043,0,0,0,0,1,0,1,0
1003751744822759425,1,,Lilcecetho,5,21,1,2,3,0.000478,2,0.571429,0.625,0,1,2,3,0.5
754860209877688320,0,,Noah Schnapp,878739,846,2,0,2,0.000723,0,0,0,0,2,0,2,0
326031474,1,,Crown Camp :crown:,677,1955,0,1,1,0.000359,1,1,1,0,0,1,1,0
1441928208,0,,Brandy Bachman,651,329,1,0,1,0.000499,0,0,0,0,1,0,1,0
147787042,0,,THE LOVE KING,162412,107309,1,0,1,0.000486,0,0,0,0,1,0,1,0
12266442,0,,"Janelle Monáe, Cindi Mayweather:alien::train::robot::rocket::ringed_planet:",1265177,612,1,1,2,0.000405,1,1,1,0,1,1,2,0
214201922,0,,Ninja,6315278,1370,2,1,3,0.000638,1,1,1,0.000001,2,1,3,0
2422665828,0,,NBA Draft,263953,458,1,0,1,0.000576,0,0,0,0,1,0,1,0
1296022190622679040,0,,Lekuso21st,0,91,0,8,8,0.000359,2,0.722222,0.807692,0,0,8,8,0
819543872883884032,0,,dixie,2889993,616,1,0,1,0.000521,0,0,0,0,1,0,1,0
226944459,0,,"#OriginalCopy :cupcake:",2193233,232,2,0,2,0.001171,0,0,0,0,2,0,2,0
1216721118368878592,1,,Shamiela,4,72,0,2,2,0.000359,1,1,1,0,0,2,2,0
18222599,0,,Lloydbanks,1117012,4332,1,0,1,0.000682,0,0,0,0,1,0,1,0
17899109,0,,Gates Foundation,2100207,936,1,0,1,0.000481,0,0,0,0,1,0,1,0
19955482,0,,Z100 New York,382004,861,1,1,2,0.000486,1,1,1,0.000001,1,1,2,0
353345238,1,,EPIK1,1475,2898,1,0,1,0.000478,0,0,0,0,1,0,1,0
1031715696286281730,1,,HAZLEYEZ :peacock:,1211,1241,1,0,1,0.000478,0,0,0,0,1,0,1,0
818283514068017152,0,,Sofia,10886,89,0,2,2,0.000359,1,1,1,0,0,2,2,0
1178259705984094209,1,,Tiffany:sun:,26,73,1,3,4,0.000467,1,1,1,0.000001,1,3,4,0
857619919,0,,:honey_pot: Honey-B-Sweet :honey_pot:,145510,49340,1,0,1,0.00043,0,0,0,0,1,0,1,0
1063034450,0,,Ben Simmons,961800,214,1,0,1,0.000933,0,0,0,0,1,0,1,0
35936474,0,,Kevin Durant,18306308,1462,1,0,1,0.000405,0,0,0,0,1,0,1,0
1273053994986934273,0,,danny poor,3,17,0,4,4,0.000359,3,0.636364,0.761905,0,0,4,4,0
4140881832,0,,DrLupo,1791262,1005,2,0,2,0.001076,0,0,0,0,2,0,2,0
26703925,1,,Miiiaaa BaBiiii,1530,318,1,1,2,0.000486,1,1,1,0.000001,1,1,2,0
320529874,0,,Slim Albaher,113759,706,1,0,1,0.000682,0,0,0,0,1,0,1,0
2163885564,0,,Myth,2277111,468,1,1,2,0.000399,1,1,1,0,1,1,2,0
42519612,0,,Floyd Mayweather,7864427,512,4,2,6,0.001046,1,1,1,0.000004,4,2,6,0
2842841126,0,,Trae Young,717136,90,1,0,1,0.00044,0,0,0,0,1,0,1,0
2339333214,0,,Jadon Sancho,435856,51,2,0,2,0.001257,0,0,0,0,2,0,2,0
1059194370,0,,Kobe Bryant,15393249,520,2,0,2,0.000819,0,0,0,0,2,0,2,0
2557521,0,,ESPN,35743244,322,3,0,3,0.000682,0,0,0,0,3,0,3,0
152590667,1,,PUPPS - At it again out 10th,1967,2062,1,0,1,0.000405,0,0,0,0,1,0,1,0
475352813,1,,Gerard kelly,102,372,1,7,8,0.000453,2,0.666667,0.75,0.000003,1,7,8,0
112047805,0,,Brit Hume,1248391,802,1,0,1,0.000682,0,0,0,0,1,0,1,0
38532460,0,,DeRAY DAVIS: HOOD HERO,832304,5043,1,0,1,0.000467,0,0,0,0,1,0,1,0
811350,0,,Alexis Ohanian Sr. :rocket:,340137,5233,1,0,1,0.000682,0,0,0,0,1,0,1,0
1156866230,0,,PRADA,1225143,5,1,0,1,0.000399,0,0,0,0,1,0,1,0
429247237,0,,Kyle Walker,1531240,325,1,0,1,0.000682,0,0,0,0,1,0,1,0
1251557758413017089,1,,Meg,3,9,0,3,3,0.000359,2,0.666667,0.75,0,0,3,3,0
27638671,1,,Mindy Dawson,356,434,1,0,1,0.000499,0,0,0,0,1,0,1,0
3167789983,0,,Governor Jim Justice,7469,604,1,0,1,0.000499,0,0,0,0,1,0,1,0
852025319447871488,1,,Lovebucks,61,473,0,4,4,0.000359,1,1,1,0,0,4,4,0
1270252858600906752,0,,Ella Dowling,7,25,0,1,1,0.000359,1,1,1,0,0,1,1,0
131928174,0,,MsZ.Chaos,420,2450,0,2,2,0.000359,1,1,1,0,0,2,2,0
1901546563,0,,natasha lyonne,535348,1446,2,0,2,0.001074,0,0,0,0,2,0,2,0
1220410068291801088,0,,cakinape,24,415,0,4,4,0.000359,1,1,1,0,0,4,4,0
294712456,1,,Sophie Jackson,6939,4441,0,7,7,0.000359,2,0.818182,0.888889,0,0,7,7,0
18610936,0,,Bun B,1100807,1431,1,0,1,0.00044,0,0,0,0,1,0,1,0
1247852843782017024,0,,millywearnxx,0,16,0,1,1,0.000359,2,0.529412,0.555556,0,0,1,1,0
66369206,0,,The FCC,706770,179,2,0,2,0.000567,0,0,0,0,2,0,2,0
1169715511787212802,0,,Quinton Griggs,540715,45,3,4,7,0.001109,2,0.833333,0.9,0.000004,3,4,7,0.033333
1073075100679892993,1,,WAP OUT NOW #STREAM,816,17,3,8,11,0.001059,1,1,1,0.000007,3,8,11,0.011111
335011103,0,,Tasneem,2586,270,0,2,2,0.000359,2,0.75,0.833333,0,0,2,2,0
52422878,0,,Olympics,6029918,4998,1,0,1,0.000711,0,0,0,0,1,0,1,0
1283360235474882560,0,,Mekdes Ketema,3,75,0,1,1,0.000359,1,1,1,0,0,1,1,0
85452649,0,,Ed Sheeran,18197986,0,3,0,3,0.000711,0,0,0,0,3,0,3,0
1096048965492068352,1,,:ribbon:,84,95,0,1,1,0.000359,1,1,1,0,0,1,1,0
81344005,1,,BRAZEN,6193,783,1,0,1,0.000405,0,0,0,0,1,0,1,0
30287715,0,,Dj Buu,28767,3429,1,7,8,0.000553,2,0.888889,0.9375,0.000002,1,7,8,0
25365536,0,,Kim Kardashian West,66528313,128,5,0,5,0.001137,0,0,0,0,5,0,5,0
45279311,0,,Tameka Harris,1339693,645,2,0,2,0.000592,0,0,0,0,2,0,2,0
268414482,0,,Miley Ray Cyrus,44976119,376,2,0,2,0.000776,0,0,0,0,2,0,2,0
425871040,0,,Fortnite,11485139,91,1,2,3,0.00044,2,0.75,0.833333,0.000001,1,2,3,0
913812620,0,,Posty,6632212,2878,2,0,2,0.000932,0,0,0,0,2,0,2,0
1153815312791474176,1,,Its still tolsy:smiling_face_with_sunglasses::face_blowing_a_kiss::face_with_raised_eyebrow::shushing_face:,4,66,0,2,2,0.000359,2,0.555556,0.6,0,0,2,2,0
1117786405,0,,James Charles,6601232,2209,3,0,3,0.001413,0,0,0,0,3,0,3,0
1298175983586082816,1,,Amanda Mills,3,103,0,8,8,0.000359,5,0.321321,0.369003,0,0,8,8,0
30047168,0,,Muhammad Ali,869478,142,1,3,4,0.000405,2,0.714286,0.8,0.000002,1,3,4,0
1228104082512105473,1,,Female Rap Room,18264,17321,1,0,1,0.000399,0,0,0,0,1,0,1,0
1241912439232499714,1,,Kevin,2,17,0,1,1,0.000359,4,0.423077,0.477273,0,0,1,1,0
338084918,0,,Pharrell Williams,10846260,1068,4,1,5,0.001052,1,1,1,0.000001,4,1,5,0
343627165,0,,Premier League,22948656,82,3,0,3,0.000898,0,0,0,0,3,0,3,0
182573602,1,,Madumane,973702,3006,1,0,1,0.001022,0,0,0,0,1,0,1,0
314270661,1,,Katie B,44,132,1,4,5,0.000417,3,0.5,0.595238,0.000001,1,4,5,0
423868716,0,,NBA Official,626292,14,2,3,5,0.000723,1,1,1,0.000002,2,3,5,0
3403882361,1,,Dream Catchers Academy,8304,63,1,0,1,0.000478,0,0,0,0,1,0,1,0
23369458,0,,SKAM ARTIST,23579,870,1,1,2,0.000486,2,0.666667,0.75,0.000002,1,1,2,0
2401980110,0,,TikTok,1455630,896,1,0,1,0.000467,0,0,0,0,1,0,1,0
133880286,0,,Leonardo DiCaprio,19363229,180,3,2,5,0.000567,1,1,1,0.000002,3,2,5,0
24719760,0,,DJ CLUE,1107048,500,3,0,3,0.000925,0,0,0,0,3,0,3,0
197122266,1,,Aquile,2650,346,1,0,1,0.000405,0,0,0,0,1,0,1,0
27673684,0,,DJ KHALED,5056319,2057,1,0,1,0.000943,0,0,0,0,1,0,1,0
911621878778916865,1,,PLUGGED,331,4049,0,1,1,0.000359,1,1,1,0,0,1,1,0
42562446,0,,Stephen Curry,14432971,770,5,0,5,0.00115,0,0,0,0,5,0,5,0
353178677,0,,Patrick Mahomes II,1330244,446,2,0,2,0.000521,0,0,0,0,2,0,2,0
787714178282844161,0,,anthony:(((,1506259,133,1,1,2,0.000609,3,0.5,0.566667,0,1,1,2,0
