ID|Name|Follower Count|Friends Count|Label
294712456|Sophie Jackson|6939|4441|1
18610936|Bun B|1100807|1431|0
1247852843782017024|millywearnxx|0|16|0
66369206|The FCC|706770|179|0
426611317|niall clerkin|176|750|1
279390084|Anonymous|7211437|738|1
137775043|B . Love &=|940|896|1
1169715511787212802|Quinton Griggs|540715|45|0
1073075100679892993|WAP OUT NOW #STREAM|816|17|1
1253633787046629377|KM7|5|587|1
335011103|Tasneem|2586|270|0
1178328895273279490|bardicon|865|667|1
485307941|Jay K!D|459|1456|1
52422878|Olympics|6029918|4998|0
1283360235474882560|Mekdes Ketema|3|75|0
85452649|Ed Sheeran|18197986|0|0
54938044|Brian D. Evans|698035|423623|0
1096048965492068352|:ribbon:|84|95|1
2371056312|GentlemenOfTheYear|36|172|1
81344005|BRAZEN|6193|783|1
30287715|Dj Buu|28767|3429|0
25365536|Kim Kardashian West|66528313|128|0
45279311|Tameka Harris|1339693|645|0
341141967|Young Chun:trade_mark:|557|192|1
268414482|Miley Ray Cyrus|44976119|376|0
425871040|Fortnite|11485139|91|0
379553892|one|415|4986|1
913812620|Posty|6632212|2878|0
1153815312791474176|Its still tolsy:smiling_face_with_sunglasses::face_blowing_a_kiss::face_with_raised_eyebrow::shushing_face:|4|66|1
183040790|MileHighClub|1897|826|0
567010052|Adam Saleh|383852|2858|0
1117786405|James Charles|6601232|2209|0
1298175983586082816|Amanda Mills|3|103|1
30047168|Muhammad Ali|869478|142|0
1228104082512105473|Female Rap Room|18264|17321|1
1241912439232499714|Kevin|2|17|1
338084918|Pharrell Williams|10846260|1068|0
1070196916628017153|成都成华 22 178 60 0.5|264|1173|0
573876778|Manager Inc|888|926|1
1059087512021426182|Coreonna Scurles|11|166|0
1590226885|Sweet Sheree|229|1097|1
964446415769530368|Eugene|139327|13|0
343627165|Premier League|22948656|82|0
182573602|Madumane|973702|3006|1
1100208907975307264|:owl: OWL GANG :owl:|1544|1074|1
22276746|Francie Boylan|3799|2418|1
1278542023167930373|Alok aryan|172|714|1
511107301|OBEY|237811|921|1
40636290|shyneboyfuego°|20038|2306|1
314270661|Katie B|44|132|1
423868716|NBA Official|626292|14|0
3403882361|Dream Catchers Academy|8304|63|1
23369458|SKAM ARTIST|23579|870|0
2998635267|Niall Craig|59|210|1
2401980110|TikTok|1455630|896|0
133880286|Leonardo DiCaprio|19363229|180|0
24719760|DJ CLUE|1107048|500|0
197122266|Aquile|2650|346|1
27673684|DJ KHALED|5056319|2057|0
911621878778916865|PLUGGED|331|4049|1
48187006|Mrs. Powers :sparkles::princess_medium-dark_skin_tone:|1074|1802|1
46597488|Leon Bridges|109484|13|0
42562446|Stephen Curry|14432971|770|0
353178677|Patrick Mahomes II|1330244|446|0
787714178282844161|anthony:(((|1506259|133|0
19272244|LILJON|918902|4173|0
1954619760|Haylee|26122|26743|0
2750178187|The First Lady|21563|13959|0
263939125|Erica Kane Burton|8646|1145|1
19397785|Oprah Winfrey|43256423|313|0
245065992|preston|1771049|975|0
2388143217|Dee Benson|44|185|1
26589987|Serena Williams|10802460|357|0
2961233080|Roberto Sales|225|4999|1
861742895036080129|Sandra Villegas|169|6|1
30495613|Andrea Russett|7207155|7345|0
1071391706023714816|Scott Tunnix|161|522|1
21020832|Hassan|2147|4542|1
272523714|Bianca Vega|781|404|0
888121704555266049|Josh|1597139|48|0
2228878592|Andrew Yang:billed_cap::United_States:|1650904|6988|0
1269282164568358914|Mandi India|163|3118|1
1488914047|Katricexlee|96|173|0
407943908|Michaelaigh Nolan|287|439|1
811941728|FashionNova|158598|2|0
18863815|Coldplay|23362332|740|0
1265300412216815616|addisonswedberg|5|27|1
1264013432929435648|BARDISTREAMGANG ⁴ | fanpage|1028|427|1
1072993274|Prakash Javadekar|2387883|370|0
1260569394310197250|MrGoodVibes|20|223|0
60854650|Birmingham City FC|338830|45|0
2279776304|Giannis Ugo Antetokounmpo|1256766|54|0
108471631|MELANIA TRUMP|1214884|54|0
45887164|WeTheBestMusic|76299|1969|0
971830843713949697|NOoR MiNaJ:red_heart:|618|4440|1
1011562866|Big Beef Apparel|284|1621|1
34296488|QuaShawna|809|1174|1
20265254|NEW YORK KNICKS|2169954|214|0
106823281|John Morrison|1053279|895|0
1022082131730685952|Two_H|56188|172|0
2884909108|RAVON|43902|1049|0
183349235|$how$toppa Ent.|5239|5804|0
1060588506899247104|5FRIENDSAUTOSALES|8|106|1
1092589796877320192|Amiracle|47|879|0
1089628234075987969|2021Legend :prince_dark_skin_tone:|58|56|0
1288247592502136832|Sad Guy|135|725|0
811740950942875649|Newcastle Poets|98|769|1
34331045|Dherbs|19337|2179|0
1039833297751302144|Whale Alert|255740|19|1
3424010113|@devilsspa045|10227|8266|1
34613288|Arsenal|16165603|151752|0
446417791|Anthony M. Falcon|290|1997|1
32660559|Wizkid|7025632|1444|0
1147419414511460352|Michelle GRIFFIN|11|483|1
248900032|Earvin Magic Johnson|4978398|213|0
2561942344|Sircal|583|4439|1
1249889062233747456|lisis|2|122|0
1149206376|msnoloveyella|19|246|1
21278412|Fabolous|4131414|871|0
1281322726406254593|M. H. J|169|793|0
1686815630|Brendan Flynn|123|153|1
83708220|Louise Scott|45|153|1
166747718|Tyler, The Creator|8610210|109|0
1554808375|Trafiquantplentetbet|343|837|1
68087896|Que|631081|107|0
20566864|PROSTYLE|637778|827|0
726233265552654336|Heather|2367|2278|1
1269637164049952770|summer|3|52|0
1100235886648684545|黑猫少爷|215580|60|0
140118545|Elizabeth Windsor|1568625|0|0
23827692|comedycentral|1604621|6514|0
177788602|Young Monop|27075|22030|1
373157754|Anonymous :black_cat:|6109575|699|1
23375688|Selena Gomez|62134228|1121|0
171165627|NBA History|1353450|56|0
27781680|Yandy Smith|872877|282|0
4356216614|social.aka.8boller|612|1600|0
1240505485884895232|大胸肌肉体育生|18527|146|0
21247989|Chilombo|2637906|1|0
1177194153710686209|Erickson1996|4|124|0
27530178|Pocket|163084|372|0
1137544038859649025|CARDI_PRIME|175|179|1
181572333|Chance The Rapper|8344490|2976|0
17169320|COMMON|5460110|854|0
98416614|Malaysia Pargo|401425|252|0
867439291|Kudzi|62|45|1
15441965|Ari Melber|719745|8071|0
272985460|James|1392160|612|0
331709752|Henry Barrera, CSCS|6128|1554|1
4832790886|Sybilla Ferriell|433|0|0
890841483145867264|Rakuten Sports|19460|45|0
515922423|SoleChasers|1260|1680|1
1315298502|Eric Hosmer|467680|594|0
264691074|sedat k.|544|425|0
1112548237993537539|Tailgate.utep|20|44|1
1232130797525782528|Rashaad Trice|79|360|0
560350106|Alvin Kamara|343634|28|0
292577345|Dave Pasch|30056|620|0
1277391532505681921|Joey|29|97|1
3108351|The Wall Street Journal|17976855|955|0
23884517|Hit-Boy|213120|167|0
1102918716348657664|Gökhan 1349|118|243|0
66753565|Warriors on NBCS|91367|404|0
840862392|Jason Moxley|499|681|1
3017957005|Ian Motta|323|104|1
15224867|Anderson Cooper|10015190|280|0
25098482|IMF|1713424|445|0
116341480|Rosie Gray|114503|2303|0
41321699|mike barrett|797|1772|0
156132825|Mike Tyson|5551620|398|0
1289028644862664704|100qtips|9|252|1
19252079|Kevin Pelton|114892|664|1
137129117|Anderson Women’s Basketball|1496|393|1
34157977|Joshua Ovenshire|323680|618|0
14075928|The Onion|11565987|8|0
2194675164|SKAM Electronic Div.|382|242|1
635884152|norman fucking wildberger|349|974|0
27115071|Paul Pierce|4157442|218|0
785651770697523200|xQc|679419|387|0
189081669|Daniel Adu|536|725|1
785838015675568128|Slappie|87273|740|0
56518880|BONY|2404179|10|0
2565956698|vincent nelson|56|2093|1
23497233|sia|3832648|346|0
1138503960|Jalen Lake:desert_island:|1151|901|0
26588937|First Take|1547636|821|0
24165761|Michael Skolnik|288186|1052|0
801874623176511488|IZA|2855923|556|0
3429950987|World of Engineering|1006327|41|1
162614420|Jordan V. Gathers, MBA|1909|1134|0
362205507|Michael Grigg|811|269|1
255792011|Alex Caruso|193287|554|0
189987996|Chantel McCabe|28901|1530|0
334468453|Mark Jackson|266647|490|0
276254736|Postmates|142066|343|0
2940430543|Paige Lowry|181|1629|0
2608333754|SoaR Dylan|64287|831|0
3429979499|KingBucketz|1305|1708|1
298398992|Robbie Biershenk|4336|291|0
253015997|Pisces|35784|16594|1
725078455264530432|Jerry Sherfick|42|285|0
245151455|Ty Harris|354|460|0
232518420|Feyyaz Emir Eren|2646|1393|0
997914902323974156|golflife|14|559|1
1013634584448196608|billionaire_secrets|3367201|3501|1
753617640355012608|David Goggins|341603|0|0
131047357|Brian Perry|453|858|1
300114634|adidas|3803202|156|0
151198065|Robert Dobbs|1636676|576516|0
25319414|NBA TV|4681748|827|0
46422645|Cassidy Hubbarth|143784|2035|0
1164210936825204736|Will Hickey|13|315|1
120215659|melanin|1110|2381|1
3400030269|Çok Şükür Yine Utandık|101689|1|0
246571305|DeMarco Murray|506571|145|0
714591458|Chipper Jones|1119692|146|0
951400452989603840|İbrahim Mermer|1253|1249|0
468050236|Jake Duff|107|760|1
16302242|Stephen A Smith|5021636|8|0
1293637660892962818|RavenViper|112|723|0
852149624911650816|Khayla Jai :sparkles:|2253|1024|0
193494089|“The Big Show” Paul Wight|2520721|559|0
909102066|Lonzo Ball|1111061|303|0
183310940|Sylvester Stallone|2918045|34|0
35999306|Dude Perfect|426726|812|0
982038652363726850|Kamron Kimble|345|397|0
994727755509051392|NRG Zayt|411629|686|0
915789565|Tiffany Davis|48|228|0
24529777|The Miz|3198947|522|0
564768792|James Marriott|330990|653|0
592197437|Athlete Motivator|62079|0|1
114875977|Jenny Adams|220|287|1
1001898595988144129|THE MEDICINES EXPERT|4986|5455|1
260658183|Zimbabwe Independent|90878|132|1
265483421|Jimmie Johnson|2630504|594|0
1150447252537794560|fizure|9|202|1
240664869|Harry Kane|2947477|235|0
1269941926326939649|KARAKARTAL:eagle:|1386|1440|0
1154469864721014784|Faruk|171|264|0
29333114|Berlin|228839|726|0
449474803|Macy Kenna|172|182|1
288956125|Maverick Carter|77906|175|0
1075838110947295232|Suheyl Gazi|1041|1685|0
193095044|Brian Windhorst|719777|869|0
493278212|Jérôme Boateng|2499591|126|0
778341409313042432|Michael Levitt|50591|379|1
92818443|shabazz muhammad|65863|269|0
506591368|tenzin|7061|553|1
304033734|Packie Turner|1626|2885|1
54631136|Bruce Massey Jr|1661|739|1
58531272|Radamel Falcao|17360693|617|0
1018437907055628288|Noah Atiba|2727|3424|0
432146658|Tommy Biershenk|3006|968|0
718156043528900608|Alexandra Cooper|434099|39|0
3177116342|BaseballHistoryDaily|13747|10788|1
1237909050865655809|Maria|75|879|1
17629860|FBI|2979920|2143|0
1884603416|Subnautica|92136|30|1
590346965|Meral Akşener|4026672|965|0
163297524|Sean Harland Murray|337291|88|0
338299807|Anthony Joshua|3082760|210|0
150490233|Stance|65360|20|0
1353851779|Swift Skills Academy|68234|44618|1
375432789|Billy|969|898|0
326427590|CB|1226|719|0
343331728|Fantasy Football Today|253771|58|0
1162632572918292481|Renksiz Sevda|1700|2121|0
587276464|SILAS 2.0|1818|2363|1
519895910|Jaelyn|838|699|0
2911095315|Rob Friedman|236235|382|0
1119272907363037184|Mallory Bruce|264|129|1
506427309|Bruce Chen|32878|108|0
3305470938|addison rae|3541545|279|0
717032247354728448|Coach McGowens|4719|3021|1
42384760|Carmelo Anthony|9085281|296|0
983507472999747585|kelin parsons|287|810|1
1000767146748559361|EuriTbr|. 13|5|51|0
2296445296|Bizzle|514680|499|0
4662373992|J :sparkles:|662|516|1
1009252744186814466|hiley|1|53|1
162211380|Xand Avião|662827|405|0
940323728650579970|Adem Ljajic :Japan:|11568|11960|0
30251825|Tommy Alberdi|285|1914|1
4325676132|Bishop|56|212|1
26735127|SBN|532|1965|1
42651647|HarvardPublicHealth|360061|2570|0
969691678734016513|Underrated Tour|4262|34|0
24633013|Casey|456|946|1
431765325|Shailene Woodley|1118578|709|0
185794607|WintzMusic|321|360|1
19362299|NFL Network|3928445|1951|0
1064042478|Tyrann Mathieu|1122926|606|0
32455951|Kara Vrooman|75|95|0
23083404|LeBron James|47061620|190|0
826185681961627649|Mike Clare|12826|11611|1
3435697407|First Lady’s Happily Never After|160|301|0
1191539502|Coach Silva - Castleberry|446|585|1
34296189|Jozy Altidore|890101|457|0
460116210|Luka Doncic|1018937|345|0
21867341|Jennifer Palmieri|140744|2813|0
36155311|Tampa Bay Buccaneers|855788|305|0
251943063|Maci S.|293|647|1
58725085|Ricky Brown|2012|1104|0
180503626|Philadelphia Eagles|3473728|121|0
36362259|John Clayton|1358354|251|0
2955596087|Coach Harbaugh|2008841|423|0
124185033|Carrington Harrison|41165|2623|0
469591535|Mumuzinho|754832|480|0
1954262190|Mer|78|837|0
145125358|Amitabh Bachchan|43927339|1806|0
15131310|Whole Foods Market|4351344|492731|0
949645373282406405|MapfumoTangai|153|238|0
15003029|BNEV|1591|1943|0
48488561|Marc Stein|1386518|5151|0
1298302645325778946|FatPregnantDude|1|113|1
56186746|Matt Mov|156|1778|0
147966474|Dina Pugliese-Mirkovich|148382|1164|0
1092219625453113344|ATKILI BEY #SEBA|1531|1581|1
569858355|Scotty|698244|582|0
43581945|Jonathan Givony|149174|1225|0
293910828|Lamar Miller|77232|392|0
70663487|Aakash Chopra|3137497|230|0
18915240|Jalen Rose|1785825|606|0
24794916|Kara DioGuardi|79628|157|0
615805429|Frank Valdez|254|1600|1
14681605|KevinSmith|3163439|69|0
917808689918218240|Martel reedus|30|709|1
3015740111|Riversan|56776|535|0
88052073|Brad Penny|18105|695|0
22178780|NBA on TNT|3919436|896|0
1142869471289368577|suhweenahhh:butterfly:|142|147|0
868654430|Eric Musselman|79774|589|0
1151894035797336067|T|329|457|1
50811932|James Harden|6825238|262|0
224547753|Shannah Rose|1555|703|0
1026622505786789888|Lil Uzi Vert Lyrics|6057|5627|0
1270119578778116101|Rxin_there|1|62|1
44409004|Shakira|52243213|212|0
806747974223020032|Cassidy Li|130|927|1
624056226|Tom Holland|5073989|95|0
555653709|13am Adebayo:collision:|111510|482|0
234464298|Krist Jackson|1574|718|1
241386301|DaPointGod|1411|1165|1
116783706|CT|258|301|1
702699422589714432|adept.|100759|463|0
183441654|Paul Wallrus|329|788|0
556132691|Aaron Blockmon|1272|840|1
35094637|Alicia Keys|30096168|730|0
155411974|Cory.|794984|167|0
1041705793836339201|Charles E Sanders|149|144|1
819954614|Ken Duke|13954|690|0
234087431|Eye.Spy.Design|110|289|1
26982602|DashieXP|5161329|370|0
105305397|Ian Clark|39992|406|0
1041065269597286400|godofegypte|17288|16610|0
35982046|Russell Westbrook|6460345|700|0
158126576|Jeremy Maclin|290112|371|0
14504859|DuckDuckGo|1503198|1268|0
499426275|Tanya Gomez (:|51|0|0
33995409|DWade|9088145|750|0
2243552145|Kenya mason|1|95|1
1267649276399755266|RJ NEWS:rolled-up_newspaper:|1|57|1
1151317050|Colin Stevens|998|478|0
726163383708487680|Julia Yoq|73|1073|1
718126405112999936|2in1Official Promo|5079|13667|1
36396108|Friends of Kids|1753|1141|1
2949841030|Bryson Childress|913|612|1
1297680658790322176|raredese|6|275|0
146556805|Dr Disrespect|1924527|484|0
632743835|Debby Dalhoff|396|60|1
1293347937813237761|Jacob Campbell|31|70|0
104697062|Tevia Keener|31|51|1
205011174|Matthew Kenna|814|1800|1
27147528|Howard University|87220|996|0
581301629|Jake Paul|3785843|8884|0
34419420|Mac Rose|877|2569|1
1270746887021158400|SDPebbles|5|474|1
803694634635579392|:gem_stone:Nathaniel Carlos:gem_stone:|70|646|1
147753099|MULHER FILÉ|79842|153|0
1346180581|PARTYNEXTDOOR|1520350|849|0
33923443|646-506-3390 TEXT ME :mobile_phone_with_arrow:|2190483|4339982|0
292661043|Bradley Owens|36|527|1
770122|levi lusko|54854|326|0
1697842189|Jose F. Ortiz|497|420|1
171682730|Gigi Hadid|9521677|534|0
57710919|Chris Haynes|261737|711|0
22685638|Michel Martin|61983|4808|0
82167518|Alex Seitz-Wald|62114|3191|0
552423747|Diego Fernandez|92|150|1
23600262|Eleanor #DCStatehood Holmes Norton|49433|20788|0
378168381|Christine Hall|11242|9683|1
1008534511540424704|AndyPopeInTheWoods|52627|52408|1
1297891363137216512|Jerome Schmidtz|1|19|1
839203565050572800|Alex Akin|73|385|1
910888750787547137|Jamie from Boca|193|730|1
75854088|Lindsey S. Moon|943|595|1
1281294820355436544|Sabari Debmozumder|9|63|0
1269594393197019137|Dennis V. Sei :Sierra_Leone::eagle::fountain_pen:|68|829|1
449588356|Garry Kasparov|567479|540|0
774187063|BuzzFeed Food|280704|279|0
1140648348|Rep. Debbie Wasserman Schultz|16398|2284|0
18650093|Committee to Protect Journalists|221619|2061|0
16469686|Adam Scharf|679|2605|0
817376852566126593|no offense (prob too late)|472|561|1
65551087|Hayes Brown|56688|1576|0
2847514744|CristinaMToma|237|1067|1
1071255394608140289|CruisingBañosCdmx|34061|373|0
16802422|Vinny Natale|27134|27488|1
1220387247117283332|:musical_score::milky_way: bridget|3158|3642|1
806006252|Molly Pfaffenroth|532|2685|1
1245701887346778112|Dr. M. Smith|2|20|1
42970367|The Sparrow Project|35754|3460|1
43132686|BGA|13415|2480|0
17006157|Paul Krugman|4633350|65|0
115536854|Cindy Fitzgibbon|38929|425|0
600435408|Joanna Gaines|1460981|281|0
2783025822|Bodega Cats|418094|9|1
13657922|Des Moines Register|158941|4934|0
3368874253|DA ROBERTSON|4561|4602|1
716885930737590272|Temitope|279|1701|1
395682637|Jake|82|116|1
2347049341|Vox|969551|289|0
1111450223543500828|Benjamin Tuckett|129|2680|1
23108704|EDC|7406|3584|1
58129278|Kaustubh Pujari|625|3165|1
493661598|MyFedTrainer.com|633|1298|1
2396677714|Mohamed Salah|12869234|141|0
1244387137136603136|WTFareyouthinking|807|2628|1
1255637844405686273|updownside|7|627|1
74820061|Dave Wasserman|224352|961|0
5120691|World Economic Forum|3844564|506|0
4575856758|CP Mumbai Police|3491129|22|0
24958792|State House News|33002|2294|1
205886080|Phillip Swarts|620|1005|1
242862590|lindsey mancini:alien_monster:|774|1168|0
288232527|StartUp Mindset|158519|136576|1
891144011959894016|Nduati Kuria|615|2684|1
57411021|CJR|146632|3553|0
1037321378|Mark Takano|56294|523|0
2829251164|Ben Murray-Bruce|1407552|102|0
1277280391938916352|Parry|2|116|0
46176168|Major Garrett|191394|3839|0
917825706033340419|Jersey Shore|175101|26|0
25598396|Ida Bae Wells|430023|2128|0
1291776205352574976|RoyalBaller|2|97|1
1238805207888338946|Joanne Lomein|362|3284|0
1191766940357996545|Silas Kinyua|0|24|1
1234833141459755008|Ashely Benald|11|180|0
25691712|𝔐𝔦𝔠𝔥𝔞𝔢𝔩𝔞|373|828|1
120176950|Treasury Department|909339|231|0
1288643682493771776|JulieSobinsky|0|113|0
248495200|Seth Moulton|149420|2443|0
1039879658400112640|Congressman Michael Cloud|8397|131|0
963248234553634816|Cole Olson :four_leaf_clover:|80|134|1
20631422|emily m|399991|1395|0
1058051748|Randy Weber|18795|634|0
204079335|Lynn Craft|288|1743|1
713047690313994242|Faiza Mahamud:Somalia:|3270|2165|1
29442313|Bernie Sanders|10171940|2337|0
248735463|Rep. Barbara Lee|282668|16310|0
33563161|José E. Serrano|33230|1347|0
10657272|The Citizen Times|64789|592|0
1062986221117308928|Markfrancis30offical|13|609|1
246088673|Progressive Caucus|74585|1170|0
3157899825|United Zone|253671|487|1
993234488305029120|5 states, 21 days left in primary season!|1105|4994|1
3333055535|Eric Holder|556880|68|0
21111883|Demi Lovato|55480406|1|0
249863804|Dan Ashley|26847|4248|0
14159148|United Nations|12812770|1181|0
16170253|Ryan Grim|167235|6380|0
256136003|KIPCHUMBA MURKOMEN, E.G.H|1276189|2556|0
21059255|Ted Lieu|1411273|10110|0
737883941970006016|John Miller-Barron|668|4545|1
14248963|tomfitzgerald|8037|2461|0
14776082|Christopher Cadelago|18332|1348|0
1277256035217092616|Bureau Chief|72|1206|1
1298338536630833152|nyinyiaung|1|9|0
18915579|Chicago Breaking News|184622|1466|1
10222862|L.A. Times National|28963|12452|0
17479266|Pam Ressler|2690|2074|1
40105887|STREET COINS|493|1291|1
1035993151|Zoila Victoria|15|116|0
17632046|Technology Iowa|6464|2447|1
16129920|Rachel Maddow MSNBC|10196472|3892|0
400884404|ladypsychcare|1379|2976|1
10950112|Denis Dison|1968|2622|1
67116939|SISTERS Magazine|9391|299|1
15587500|CDC_eHealth|681116|155|0
2734713482|NASA New Horizons|398474|161|0
16318114|City of San Francisco|237259|324|0
957025192605306880|Stephen Sanchez|1150|1815|0
4119741|John Dickerson|1990725|2452|0
57948579|Akhilesh Yadav|12618652|24|0
1205306829057744896|Les Harrison|63|533|1
14642495|Sarah Cooper|2261697|3005|0
73181712|Justice Department|1843842|180|0
1672760570|Maura Masked and Nasty :flexed_biceps::United_States: :water_wave: :rainbow: :snowflake::person_raising_hand::musical_notes::Gemini:|15747|14473|0
16439471|The Week|131819|1694|0
1149681314137858050|Suna na Farin-ciki|628|723|1
811972460560019456|Republic|1742443|3|0
887441512702910464|Benjamin Conway|38|192|1
110541296|U.S. Commerce Dept.|386399|347|0
133832049|Xavier Becerra|69621|2153|0
27511061|Steve Benen|47549|181|0
1204933664|Dr. David A. Thomas|4768|270|1
1080851152151953410|Rep. Josh Harder|19472|551|0
16543775|The Detroit News|299399|2567|0
2455740283|MrBeast|7089730|1310|0
154311445|Steve Westly|233737|220267|0
1079802482640019456|Congresswoman Lori Trahan|22755|1316|0
40981798|hayley from Paramore :hibiscus:|5066593|25|0
15463671|Sam Stein|480730|1170|0
1663045830|Adam Gruschow|192|845|1
1237865215686889472|Right Wing Patriot|83|338|1
15102849|NASA Sun & Space|352906|1604|0
729468343|Rick and Morty|2038234|226|0
1173454472212832257|Scott Winters|15|88|0
926532374|Milagros Concepcion|282|532|1
1298386774683680768|Craig|0|61|0
19553409|Rasmussen Reports|310851|435|0
1195512905866895361|westsideisthebestside|88|657|1
20818801|Daily Kos|290571|10751|0
199471494|Evan Vockley|314|1720|1
1207536578802987009|Mungu Asiyeshindwa|74|1731|1
1298401483990487042|Princesabeiby|0|7|0
109702390|SFMTA|170044|468|0
492399548|Zac Efron|15698884|113|0
271476647|Ron Mott|9935|1036|0
26949390|Steeker - Demand the TRUTH!!!|387|3048|1
1080865917377097728|Rep. Cindy Axne|13443|392|0
209792690|Cantor Press|9081|1081|0
20954470|Kate Albright-Hanna|1740|2792|1
1271207531512246273|DMSOHN238974|8|755|0
75069067|Clinton Foundation|837314|799|0
139823781|bettemidler|1989241|96|0
404402822|LGTH|2|1601|1
265902729|BBC Sport|8539783|327|0
281593711|Drew Hammill|27304|1394|0
168684891|Mark Mazzetti|62886|640|0
193246417|括弧|11|91|0
2768501|ABC News|1701864|1202|0
55530920|Abhijeet ZADE|304|107|1
106507775|Team Rubicon|50530|2099|0
67368942|Esteban Pagán Rivera|9569|2976|0
278662460|Billboard Music Awards|2872539|2160|0
11347122|Gavin Newsom|1892516|23013|0
15220768|David Corn|869122|1799|0
166252256|U.S. Department of Energy|781438|608|0
880412538625810432|Bill Ackman|155384|168|0
892275857779118080|Devin Nunes’ cow :cow_face:|758859|105319|1
67324224|NIH NCCIH|45180|864|0
119491006|Amy Chozick|59918|1905|0
1272727034775564289|:water_wave::water_wave::water_wave: Liberal Democrat :water_wave::water_wave::water_wave: #BidenHarris2020|12|552|1
1205226529455632385|The Lincoln Project|2093622|309|1
8771022|Dunkin'|1210137|54305|0
1158464297602650112|Jason Kenyon|11|35|1
1278000140758941698|ThingsIsayasAtherapist|3|20|1
333935142|William Samoei Ruto, PhD|3355482|87|0
15757578|Jim Hanson :United_States:|82723|7927|1
1323309475|Edunomics Lab|1087|316|1
49043650|Carlos:sign_of_the_horns_medium-light_skin_tone:Jimenez|156|720|1
884876013326536704|Pamela King|93|1366|1
2836421|MSNBC|3551051|714|0
2732591676|Martin Luther King III|391462|3304|0
519072324|Carmen Yulín Cruz|258014|422|0
3429843123|Dyl Kennedy|263|226|0
2964950313|Presidency Nigeria|1905216|37|0
741830688870006788|Elizabeth|24|247|1
765245597188227073|Ramiz Dayı|2625927|1179790|0
892194522|Danielle McFadden :woman_technologist_medium-light_skin_tone:|2625|1176|1
15368553|Phelan O|388|1838|0
26391721|KP Kelly :latin_cross::United_States:|242120|196783|0
1086921685|BostonVeinCare|272|635|1
17791114|Sam Pearson|546|145|0
2251634161|Kacific Broadband Satellites Group|1448|264|1
16815644|ABC News Politics|917910|474|0
136361303|Vogue Magazine|13716770|515|0
17842366|Discovery|8775059|516|0
1266983580321767425|Psycholoartist|14|324|1
333772098|Julia Horowitz|2446|1549|0
2168189855|Chris MacKenzie|237|230|1
1164585569633964032|CynicAllySpeaking|9|158|1
1967216306|Morgan Ortagus|453226|772|0
198729186|James "Jake" Greer|33|138|1
14135426|Keith Ellison|376779|6946|0
108978886|Chicago Bears|51284|115|0
97223779|UNICEF Office of Research - Innocenti|29698|18077|0
2459771455|NPR's Education Team|60515|444|0
31779156|Kyra Phillips|54018|165|0
13393052|ACLU|1915339|5684|0
37804334|Nate Fairman|811|1919|1
778567468449091584|KatD|159|512|1
2379005379|Rob Little|55|35|1
2637583066|JUNIOR CANADA :Canada::Canada:|307|2266|1
1196483297301467136|Lift Our Voices|1290|11|0
975566909964873728|kat bray|12|1037|1
42153941|Elaina Plott|67380|1220|0
17011177|Cecile Richards|195139|820|0
1275199680280956928|Sarah Stewart|1|57|1
977648674338521093|Mike RayMurai|20|489|1
715148185|Greg Williams|6849|774|1
61731614|Int'l Criminal Court|416584|1390|0
301014412|((Mike Crittenden)))|2466|1473|0
48269483|Gloria Steinem|346790|154|0
342768115|Polk County Democrats|3518|2364|1
54664912|SSmith|7|157|1
24715018|Stephen Crowley|8659|1741|0
533367178|Dr Nancy Drew|476|4763|1
2458567464|Sylvia Burwell|169997|172|0
831846590|sarah clements|6392|3220|1
95463107|Charlie Sykes|233422|5415|0
22553274|Chris Gronkowski|106574|88871|0
76936279|Justin Higgins|26944|0|0
620500759|Mica|564|488|1
13524182|Dave Weigel|537404|11669|0
217064621|Simon Maloy|54368|1060|0
1280100921830191106|Michael Rossi12829|484|1521|1
1162582052291526657|:Canada: J-A-G :Canada:|3196|3454|0
344686533|:white_heart::sparkles:|166761|169821|0
1298409379834675202|Jaylee Brunner|1|20|1
223598619|Lynn Hall|148|864|0
770467483975376896|CHACALOSO|83038|1358|0
27493883|Jon Cooper :United_States:|573910|47758|0
360961711|Mike Medina|330|1211|0
1179340454086750209|Kerim ZORLU|18|272|1
52613032|Alison Brie|896771|378|0
1025580806922633216|V I Q A S :fire:|68|36|1
996714062636572672|Polaris Sports|22543|131|0
43705720|S.Suresh Kumar, Minister - Govt of Karnataka|177240|204|0
1278719881307807745|ameii|51|68|0
814122737790685184|Shubham Malu|47|223|1
1088748224280698880|Pranay Khaire|7|209|1
279928610|aLexBY11|5467064|132|0
463222349|Halil Kantarcı|22042|1559|0
131546062|Rick Scott|332840|2768|0
2807792942|AeroDork|23734|794|1
86390214|Wikipedia|536114|545|0
1285162198663217152|stock trading ideas|5|10|1
21108221|Luis Guzman|430|2918|0
185936528|Flor Angelica|310|2483|0
56102335|Denis Viertelhausen|3|54|1
859816394556284929|The Boring Company|398388|5|0
1631379967|Ingrid Zippe|15|156|0
20292942|Android and Me|502891|2070|0
245331115|Yunus Emre Erdölen|10921|1219|0
255855227|Jimmy DiResta|27704|1571|0
398306220|elrubius 금발 남자|15078339|673|0
2173410805|Tate Meyer|241|127|1
2930582733|Mateo Bohorquez Rodr|3|61|1
2799749311|Marek|24|83|1
113130846|Y Combinator|1077819|303|1
1935742783|Ciro Gómez Leyva|1068215|356|0
361315016|Ajinkya Rahane|5797575|83|0
