Source|Target
16072058|44209472
16072058|55369810
16072058|31193056
16072058|113697185
3388886177|842034821299879938
3388886177|199168582
3388886177|2459798912
3388886177|327329993
3388886177|590377634
3388886177|2991728115
3388886177|898994539
3388886177|2239775923
3388886177|1294288650
3388886177|1056838028
383725805|21079277
383725805|612473
383725805|491131290
383725805|522234810
383725805|1289156432
383725805|2616871470
383725805|2887071855
383725805|82314244
383725805|322606631
383725805|1344840602
1060820024632332290|962110307299557376
1060820024632332290|277434037
1060820024632332290|1613102274
1060820024632332290|3308277802
1060820024632332290|443290756
1060820024632332290|15948437
1060820024632332290|911285108983787520
1060820024632332290|63786611
1060820024632332290|743699428448468992
1060820024632332290|196618084
1087423635772657664|371772208
1087423635772657664|20693661
1087423635772657664|3240985277
1087423635772657664|151106990
1087423635772657664|702932794947694592
1087423635772657664|57497901
1087423635772657664|1394617153
1087423635772657664|742691184267677696
1087423635772657664|15819466
1087423635772657664|17806090
800054127682342912|2256338359
800054127682342912|979621061644886016
800054127682342912|14882900
800054127682342912|83638901
800054127682342912|838002773803270146
800054127682342912|25743813
800054127682342912|26003862
800054127682342912|13251272
800054127682342912|24707198
800054127682342912|18736950
15327565|240814018
15327565|202396203
15327565|610049715
15327565|1560897715
15327565|27552500
15327565|148595097
15327565|212442300
15327565|32614335
15327565|270138880
15327565|306936903
884808295181160449|588167737
884808295181160449|884701839597477888
884808295181160449|3356623018
884808295181160449|259205803
884808295181160449|2752817145
884808295181160449|801135661055168517
884808295181160449|937576292093972480
884808295181160449|856001610329317376
884808295181160449|2286629740
884808295181160449|875951669170888704
180505807|3909725952
180505807|14790966
180505807|1217614871908339712
180505807|980593492283060224
180505807|2439286387
180505807|325089492
180505807|1247630011043061764
180505807|17134268
180505807|1006419421244678144
180505807|39364684
986334204698025984|768314618
986334204698025984|731291016
986334204698025984|1049339275496448001
986334204698025984|54956307
986334204698025984|1059666064840130560
986334204698025984|1487053038
986334204698025984|982610447751962625
986334204698025984|1271862193
986334204698025984|840345788324687872
986334204698025984|1059145856874618881
85741735|922592417613692928
85741735|22926019
85741735|14172201
85741735|17220817
85741735|21593484
85741735|20005307
85741735|297095786
85741735|1125687015956262917
85741735|2458462689
85741735|3823924421
1224641811072765952|2425151
1224641811072765952|911694170451976192
1224641811072765952|1170875993776476160
1224641811072765952|163723677
1224641811072765952|63359297
1224641811072765952|50090898
1224641811072765952|68639853
1224641811072765952|3314775459
1224641811072765952|180505807
1224641811072765952|2173563415
35206553|2849236901
35206553|29583289
35206553|2272621891
35206553|142849883
35206553|334732770
35206553|44381332
35206553|21243875
35206553|37831966
35206553|17501411
35206553|121849647
19795597|51140674
19795597|685513
19795597|20005307
19795597|17602896
19795597|816653
19795597|66780587
19795597|84249568
19795597|17220817
19795597|2035631
19795597|15506669
983804207827472385|899861675159040001
983804207827472385|741868284631482368
983804207827472385|3057393702
983804207827472385|1339835893
983804207827472385|838677474909302784
983804207827472385|749534618358087680
983804207827472385|3290236540
983804207827472385|112654811
983804207827472385|102053970
983804207827472385|1580424500
2425151|163723677
2425151|22981298
2425151|17902401
2425151|79293791
2425151|41210267
2425151|38417508
2425151|31583882
2425151|66386087
2425151|2735591
2425151|14197732
231726733|3114161
231726733|12161982
231726733|194985826
231726733|768197780
231726733|3442793834
231726733|18121664
231726733|983515185620111360
231726733|155425162
231726733|154667600
231726733|14081052
818503099|142335727
818503099|4205386992
818503099|3518612663
818503099|3066007731
818503099|18647765
818503099|42405529
818503099|512613427
818503099|237009472
818503099|50251456
818503099|3028726313
1192805011954159616|297343083
1192805011954159616|393048031
1192805011954159616|1064640961844776960
1192805011954159616|958672060770869248
1192805011954159616|289894386
1192805011954159616|1145361721944608770
1192805011954159616|1120052680334938113
1192805011954159616|1156553227405602816
1192805011954159616|1109361635347578881
1192805011954159616|1187381756053409792
53925101|261947295
53925101|17169533
53925101|106837463
53925101|12090362
53925101|2290089763
53925101|211826288
53925101|3546182472
53925101|793266051907776512
53925101|2416510699
53925101|136998623
20793816|66780587
20793816|234051381
20793816|2577476334
20793816|818902172347678720
20793816|33041426
20793816|102141753
20793816|2902435381
20793816|3298340918
20793816|936367565437157376
20793816|2421079436
2217416046|190423117
2217416046|1156185350345252864
2217416046|4480889975
2217416046|2305889040
2217416046|2955163960
2217416046|15777512
2217416046|781921413636689920
2217416046|71554442
2217416046|449985504
2217416046|254777245
818902172347678720|18948923
818902172347678720|21925400
818902172347678720|2812017853
818902172347678720|702207062
818902172347678720|803740955966701569
818902172347678720|74319127
818902172347678720|1278399152590737409
818902172347678720|269865906
818902172347678720|185397039
818902172347678720|246040515
378221899|16205323
378221899|20343343
378221899|1081278326
378221899|17801805
378221899|149251138
378221899|14600116
378221899|39543155
378221899|58912100
378221899|18691131
378221899|18561200
2485828098|16583846
2485828098|43180541
2485828098|238014794
2485828098|76450757
2485828098|934691628
2485828098|177777034
2485828098|243820925
2485828098|395051809
2485828098|349235478
2485828098|146569971
893685430779957249|58252570
893685430779957249|886761883511832576
893685430779957249|104966032
893685430779957249|868921253704458244
893685430779957249|914588454
893685430779957249|14607413
893685430779957249|872402737815617536
893685430779957249|826383885810413572
893685430779957249|2370936192
893685430779957249|4024233444
1007298607|2470067815
1007298607|1203491046568681475
1007298607|756590744832532481
1007298607|24929621
1007298607|37718134
1007298607|444939684
1007298607|1002772887827144704
1007298607|855966114479788032
1007298607|2994613606
1007298607|746725129124720640
269865906|4834551
269865906|58881671
269865906|12585012
269865906|36917686
269865906|15660796
269865906|18630243
269865906|17597081
269865906|160634024
269865906|31757658
269865906|29589264
15276225|32121726
15276225|34743251
15276225|314316222
15276225|78071252
15276225|19979086
15276225|35581794
15276225|424016509
15276225|252184453
15276225|40167229
15276225|198938501
66780587|12447792
66780587|517705687
66780587|1603882129
66780587|807220518
66780587|4856573473
66780587|341251022
66780587|595689564
66780587|823083
66780587|215991162
66780587|2161606332
1269427146277216256|1222288033
1269427146277216256|1158048042370703360
1269427146277216256|1270422758955143176
1269427146277216256|1270409447114969089
1269427146277216256|1270425789176086529
1269427146277216256|1105329204650901505
1269427146277216256|186222238
1269427146277216256|505830918
1269427146277216256|2715212179
1269427146277216256|1133103140
1723233727|15656913
1723233727|4631536043
1723233727|1040991639605407744
1723233727|870221240929140736
1723233727|17133897
1723233727|1041255041884012545
1723233727|39981074
1723233727|426970314
1723233727|1362216061
1723233727|61206798
1513756614|21972670
1513756614|881807018
1513756614|375774495
1513756614|1019870742991777792
1513756614|201432967
1513756614|81857654
1513756614|758859344561569792
1513756614|2198814414
1513756614|77433748
1513756614|1159809212
19566104|372483103
19566104|134324586
19566104|14328009
19566104|18691328
19566104|8498232
19566104|153118706
19566104|108985543
19566104|38468155
19566104|16955870
19566104|42084906
18771370|15455314
18771370|6332292
18771370|388983706
18771370|136300373
18771370|14692160
18771370|433439383
18771370|25541932
18771370|309779057
18771370|18219194
18771370|93936012
74286565|16869162
74286565|21817105
74286565|700784500658208768
74286565|16254381
74286565|532406707
74286565|290097288
74286565|27488193
74286565|17365116
74286565|19595287
74286565|68652178
79714650|35421350
79714650|34190601
79714650|425109248
79714650|784676232
79714650|390227642
79714650|21132991
79714650|22400162
79714650|156067435
79714650|66219583
79714650|11319582
15227791|50374439
15227791|701426492
15227791|124631720
15227791|819017035204018176
15227791|33608041
15227791|164242095
15227791|2803052408
15227791|302288855
15227791|3111553475
15227791|103064205
705290341004550145|783307585567023104
705290341004550145|28768235
705290341004550145|935544656863137792
705290341004550145|901901857987145728
705290341004550145|939202971522535424
705290341004550145|25914041
705290341004550145|21462959
705290341004550145|1313100133
705290341004550145|984318853080666114
705290341004550145|1021397392250335232
769869708359237632|95248383
769869708359237632|1953691460
769869708359237632|68034431
769869708359237632|760857358842994688
769869708359237632|2164603921
769869708359237632|227251715
769869708359237632|155534196
769869708359237632|847484052
769869708359237632|618107210
769869708359237632|576067132
504254599|712896751749955584
504254599|1145487601098530816
504254599|978969242757419008
504254599|1085558904342355969
504254599|1278409215091134467
504254599|1160478683003576320
504254599|988838622282633218
504254599|2316808224
504254599|1732383625
504254599|1059563882707066880
29307276|34028041
29307276|47339093
29307276|1238266838
29307276|631570460
29307276|16461545
29307276|19671129
29307276|703639711
29307276|30128380
29307276|50323173
29307276|25110374
31652974|90809127
31652974|19038768
31652974|20617905
31652974|574795929
31652974|1928092237
31652974|455288410
31652974|19107878
31652974|15296897
31652974|382685028
31652974|606776750
17300576|532423017
17300576|145399676
17300576|17542901
17300576|787373558
17300576|27778893
17300576|1066138859312947200
17300576|211276335
17300576|3192910801
17300576|1102718645921345536
17300576|112597880
996282520542072832|159220323
996282520542072832|54754227
996282520542072832|148937517
996282520542072832|757303975
996282520542072832|39364684
996282520542072832|522650402
996282520542072832|166070714
996282520542072832|17878322
996282520542072832|113514650
996282520542072832|1406619086
255176423|609341117
255176423|27534279
255176423|37209504
255176423|70028293
255176423|343566509
255176423|371403427
255176423|34008518
255176423|510276460
255176423|615673157
255176423|33688438
1003751744822759425|31239408
1003751744822759425|119509520
1003751744822759425|1073075100679892993
1003751744822759425|290875975
1003751744822759425|203942956
1003751744822759425|428377986
1003751744822759425|609476852
1003751744822759425|29403387
1003751744822759425|866953267
1003751744822759425|848253434532900864
754860209877688320|101858534
754860209877688320|700817087393087488
754860209877688320|623408840
754860209877688320|4040195583
754860209877688320|75974281
754860209877688320|2823294273
754860209877688320|518086530
754860209877688320|4035503243
754860209877688320|20546297
754860209877688320|40100270
136811210|574857684
136811210|17354377
136811210|163975575
136811210|133066846
136811210|17788194
136811210|20881939
136811210|24094501
136811210|316470386
136811210|76135640
136811210|382362712
326031474|204356919
326031474|250831586
326031474|415984362
326031474|329670109
326031474|595094702
326031474|393717613
326031474|226789724
326031474|67982898
326031474|20265254
326031474|1517111984
262633239|321706598
262633239|344439686
262633239|246333060
262633239|247958061
262633239|351872432
262633239|336694671
262633239|632375790
262633239|339908876
262633239|282733465
262633239|436950814
1441928208|1154799379
1441928208|900812809
1441928208|373742076
1441928208|99761083
1441928208|373055879
1441928208|2546767040
1441928208|92896595
1441928208|549811512
1441928208|100709537
1441928208|453510918
1149844590146572288|2731191051
1149844590146572288|327795617
1149844590146572288|1047380522329169920
1149844590146572288|2227285048
1149844590146572288|1564580834
1149844590146572288|1015425931991830528
1149844590146572288|20322929
1149844590146572288|170921852
1149844590146572288|805698092
1149844590146572288|3875931135
147787042|407474647
147787042|413424721
147787042|2813406080
147787042|414494117
147787042|76259151
147787042|19118439
147787042|3246000561
147787042|3401822619
147787042|3233115031
147787042|52534551
12266442|33664119
12266442|345673106
12266442|18372242
12266442|755317595356528640
12266442|17169320
12266442|1724337602
12266442|205850272
12266442|139162440
12266442|63112528
12266442|28035260
214201922|5156901
214201922|52020735
214201922|44666348
214201922|307746524
214201922|509562432
214201922|3194313835
214201922|31477674
214201922|144255219
214201922|1063034450
214201922|70250751
1296022190622679040|32660559
1296022190622679040|37601149
1296022190622679040|145711798
1296022190622679040|58465556
1296022190622679040|34613288
1296022190622679040|1330457336
1296022190622679040|76106042
1296022190622679040|60854650
1296022190622679040|423868716
1296022190622679040|627673190
819543872883884032|213773366
819543872883884032|1277224182112280577
819543872883884032|3362785212
819543872883884032|1151324310704988160
819543872883884032|1079919556565614592
819543872883884032|1042107017563914240
819543872883884032|288513668
819543872883884032|1193678262075056128
819543872883884032|1147942495541747712
819543872883884032|1084543806182178821
1248886320035848193|21961602
1248886320035848193|4753463897
1248886320035848193|3796268595
1248886320035848193|789326805979140096
1248886320035848193|1259281950
1248886320035848193|32735766
1248886320035848193|1263876767586058241
1248886320035848193|857643149149085696
1248886320035848193|3015742361
1248886320035848193|119018683
358546943|2227602037
358546943|911416928077365248
358546943|1000520634710003712
358546943|1246970002823172096
358546943|1723578638
358546943|4288492942
358546943|154748864
358546943|1088287251304407040
358546943|1637313067
358546943|1067118149106130944
1213547487039873025|944319501595824130
1213547487039873025|1145825695941222400
1213547487039873025|1235599566751350784
1213547487039873025|3291015206
704356884636164096|3063410002
704356884636164096|541571616
704356884636164096|171117515
704356884636164096|2548062096
704356884636164096|1044185660
704356884636164096|746479766891540480
704356884636164096|4701952434
704356884636164096|86252928
704356884636164096|742893587692720128
704356884636164096|215073060
1216721118368878592|27195114
1216721118368878592|101639458
1216721118368878592|79293791
1216721118368878592|247653244
1216721118368878592|927102553711677441
1216721118368878592|21447363
1216721118368878592|2987156301
1216721118368878592|720257453221261320
1216721118368878592|24146201
1216721118368878592|227046646
19955482|23827692
19955482|116559622
19955482|19542638
19955482|259435698
19955482|19571299
19955482|84451300
19955482|30092973
19955482|186272875
19955482|31927467
19955482|22987610
4634641273|24681963
4634641273|135685699
4634641273|174166480
4634641273|16235951
4634641273|2590707398
4634641273|743667523
4634641273|3001212327
4634641273|1359313854
4634641273|324907428
4634641273|3015739678
353345238|1049996402
353345238|13749282
353345238|91970053
353345238|268112602
353345238|252764968
353345238|237149958
353345238|593084686
353345238|3408088138
353345238|164688429
353345238|19595110
1031715696286281730|1341069392
1031715696286281730|1104698687853420544
1031715696286281730|138518787
1031715696286281730|1222656720536842240
1031715696286281730|983194283040759808
1031715696286281730|1137441349316292609
1031715696286281730|1007067202644611073
1031715696286281730|843912886606946305
1031715696286281730|1075359412452319232
1031715696286281730|1234059532118003712
818283514068017152|42562446
818283514068017152|739968347219984385
818283514068017152|4836177135
818283514068017152|2211217120
818283514068017152|805909539283468288
818283514068017152|176566242
818283514068017152|3037438274
818283514068017152|818893808
818283514068017152|830538451363717120
818283514068017152|936780037
1178259705984094209|2886056459
1178259705984094209|316089494
1178259705984094209|1441928208
1178259705984094209|1330374482
1178259705984094209|1061825976244625408
1178259705984094209|382788694
1178259705984094209|66252040
1178259705984094209|477027060
1178259705984094209|3167789983
1178259705984094209|27638671
857619919|304348924
857619919|1029530074754637827
857619919|2292954811
857619919|1196961763889168385
857619919|1095713338926026757
857619919|2409286250
857619919|877238962896633857
857619919|326318872
857619919|1169387055165710341
857619919|473028828
1118555288112697345|768176608209436672
1118555288112697345|634398882
1118555288112697345|3167222692
1118555288112697345|1139256296799125504
1118555288112697345|1055552431122235392
1118555288112697345|70740986
1118555288112697345|1157792039335055362
1118555288112697345|27195114
1118555288112697345|1162002819592982531
1118555288112697345|996009929566801920
1171199833895591939|17929027
1171199833895591939|707891263
1171199833895591939|117873079
1171199833895591939|3064076974
1171199833895591939|184136149
1171199833895591939|232268199
1171199833895591939|1235496025
1171199833895591939|1155170745988931585
1171199833895591939|3419177985
1171199833895591939|66403203
1273053994986934273|2279776304
1273053994986934273|1057255670
1273053994986934273|353178677
1273053994986934273|83738272
1273053994986934273|28939124
1273053994986934273|771361142480437249
1273053994986934273|2559865245
1273053994986934273|425871040
1273053994986934273|813286
1273053994986934273|2842841126
4140881832|518965825
4140881832|13507622
4140881832|955112798534631424
4140881832|516464106
4140881832|421981766
4140881832|708074155
4140881832|363811679
4140881832|126444583
4140881832|704423671075475457
4140881832|1033714559184502785
26703925|24966423
26703925|44434832
26703925|24646084
26703925|198708274
26703925|517849490
26703925|193800127
26703925|19568540
26703925|34441480
26703925|21278412
26703925|258242739
320529874|19028953
320529874|430315799
320529874|2732646795
320529874|721539901913767936
320529874|3014706557
320529874|1011671612
320529874|327221347
320529874|483240707
320529874|2801351741
320529874|243427939
2163885564|707331193524641793
2163885564|2941214692
2163885564|1048768598494199809
2163885564|4181702293
2163885564|1880574811
2163885564|181572333
2163885564|893644712711790592
2163885564|3118894576
2163885564|973071078179393537
2163885564|767122499943280641
42519612|352082953
42519612|108966362
42519612|172463410
42519612|247901736
42519612|248829112
42519612|198560066
42519612|1164046866
42519612|19272244
42519612|21317078
42519612|119460225
574668919|288524008
574668919|1089966020
574668919|493471425
574668919|776480250
574668919|512507025
574668919|204273076
574668919|217272253
574668919|592212481
574668919|502066895
574668919|404316050
1065057521231110144|63319633
1065057521231110144|556562082
1065057521231110144|42405463
1065057521231110144|276962552
1065057521231110144|607796315
1065057521231110144|87320691
1065057521231110144|1320661440
1065057521231110144|602230091
1065057521231110144|881351230177427456
1065057521231110144|405263215
152590667|274414759
152590667|100216028
152590667|3456625335
152590667|1052941370
152590667|4837211291
152590667|4597881735
152590667|286559182
152590667|551742468
152590667|1226278010
152590667|4217388705
1083544133967310848|1032080786592169984
1083544133967310848|472994572
1083544133967310848|1036939384187052032
1083544133967310848|1146313117158105089
1083544133967310848|1158154415557054465
1083544133967310848|1085070775273439232
1083544133967310848|999801792803176449
1083544133967310848|971620478078017536
1083544133967310848|884824643688816640
1083544133967310848|736553233225637888
475352813|344801362
475352813|42519612
475352813|1023193202
475352813|18948541
475352813|251700110
475352813|1039833297751302144
475352813|314270661
475352813|45112524
475352813|259379883
475352813|113749355
1173227385099083779|1041047758617161729
1173227385099083779|1076607756
1173227385099083779|908733214725898246
1173227385099083779|1203813839185367040
1173227385099083779|17364412
1173227385099083779|1022354891979685888
1173227385099083779|18220175
1173227385099083779|1352805319
1173227385099083779|19425579
1173227385099083779|821636332179099648
1284345574641344512|1291682637304729605
1284345574641344512|2309428524
1284345574641344512|728723481404186624
1284345574641344512|1135041913466302465
1284345574641344512|201078261
1284345574641344512|1186104663998902272
1284345574641344512|1241029764632186883
1284345574641344512|975508403668815872
1284345574641344512|413109326
1284345574641344512|1322274114
1251557758413017089|14230524
1251557758413017089|28420827
1251557758413017089|1251231512567177217
1251557758413017089|28211427
1251557758413017089|247560825
1251557758413017089|143227787
1251557758413017089|1178259705984094209
1251557758413017089|50872916
1251557758413017089|580097412
381690659|311647304
381690659|1592248968
381690659|609476259
381690659|2383099255
381690659|2508306569
381690659|586885990
381690659|2561298089
381690659|1722655819
381690659|284878241
381690659|343858630
27638671|82382804
27638671|132510178
27638671|227418297
27638671|519012858
27638671|29870304
27638671|14401698
27638671|4173077639
27638671|571866714
27638671|254705716
27638671|19410179
3167789983|1462611536
3167789983|479901378
3167789983|131204770
3167789983|112273195
3167789983|2216498510
3167789983|247426815
3167789983|589377638
3167789983|373023576
3167789983|2559384143
3167789983|466632323
1072865368975171585|19566101
1072865368975171585|100103015
1072865368975171585|260114837
1072865368975171585|89020843
1072865368975171585|24278900
1072865368975171585|93241019
1072865368975171585|30630104
1072865368975171585|911504473
1072865368975171585|779004958070992897
1072865368975171585|1544586404
852025319447871488|236699098
852025319447871488|487736815
852025319447871488|21113023
852025319447871488|15846407
852025319447871488|15485441
852025319447871488|3008869024
852025319447871488|24719760
852025319447871488|15864446
852025319447871488|3230157919
852025319447871488|20952009
1270252858600906752|2358087702
1270252858600906752|2161314089
1270252858600906752|1038495374816804865
1270252858600906752|14230524
1270252858600906752|16683634
1270252858600906752|134164413
1270252858600906752|379408088
1270252858600906752|253592290
1270252858600906752|1251417968
1270252858600906752|487736815
131928174|216201838
131928174|144032224
131928174|4650262462
131928174|56783491
131928174|66369206
131928174|18145853
131928174|501185802
131928174|2273504501
131928174|147513747
131928174|627673190
1220410068291801088|18610936
1220410068291801088|512613427
1220410068291801088|119509520
1220410068291801088|428377986
1220410068291801088|17461978
1220410068291801088|17581754
1220410068291801088|1248715650794749954
1220410068291801088|31239408
1220410068291801088|24822280
1220410068291801088|1105977267015032833
294712456|152590667
294712456|2274190507
294712456|12266442
294712456|33339053
294712456|17351666
294712456|81344005
294712456|132739561
294712456|226751230
294712456|21247989
294712456|2733835485
1247852843782017024|996181195162611713
1247852843782017024|3131144855
1247852843782017024|234169908
1247852843782017024|20322929
1247852843782017024|866953267
1247852843782017024|580097412
1247852843782017024|1073075100679892993
1247852843782017024|947555352970694656
1247852843782017024|266135518
1247852843782017024|454844656
426611317|436872241
426611317|834877411229642752
426611317|262881419
426611317|588203591
426611317|840084302
426611317|1228492086
426611317|1421319930
426611317|598392766
426611317|296789451
426611317|160926944
279390084|2635306482
279390084|296005306
279390084|1694040764
279390084|1268224609620459525
279390084|14192340
279390084|19468408
279390084|2573442081
279390084|108146685
279390084|15212955
279390084|7117792
137775043|323985770
137775043|39900587
137775043|79617295
137775043|76896697
137775043|91222723
137775043|242916058
137775043|330143397
137775043|232717444
137775043|2645509738
137775043|109825024
1169715511787212802|913812620
1169715511787212802|1522823412
1169715511787212802|1153564294920863745
1169715511787212802|1117786405
1169715511787212802|1196695088623079424
1169715511787212802|1113311781445877761
1169715511787212802|2453055609
1169715511787212802|1016008321
1169715511787212802|1154179697900761094
1169715511787212802|787714178282844161
1073075100679892993|1031715696286281730
1073075100679892993|1003751744822759425
1073075100679892993|811941728
1073075100679892993|866953267
1073075100679892993|3403882361
1073075100679892993|1078420864260026369
1073075100679892993|353345238
1073075100679892993|428377986
1073075100679892993|1265060578655166466
1073075100679892993|861742895036080129
1253633787046629377|37388165
1253633787046629377|4718097793
1253633787046629377|1027586605375205376
1253633787046629377|721115518908780544
1253633787046629377|1289483604096176128
1253633787046629377|14516013
1253633787046629377|1214714040448114688
1253633787046629377|1273842447362125824
1253633787046629377|882248202120028161
1253633787046629377|35824754
335011103|2917873869
335011103|39364684
335011103|75204696
335011103|216590383
335011103|41814169
335011103|338084918
335011103|45704354
335011103|420100653
335011103|474259753
335011103|62513246
1178328895273279490|888025546394935298
1178328895273279490|1139368592233914368
1178328895273279490|1028387890680750087
1178328895273279490|947555352970694656
1178328895273279490|1147742532098412545
1178328895273279490|1265367146852495362
1178328895273279490|1003732293821849600
1178328895273279490|996181195162611713
1178328895273279490|1276692059978641408
1178328895273279490|1263988137921052679
485307941|2447245454
485307941|526251774
485307941|48169084
485307941|222659560
485307941|2417651673
485307941|79353534
485307941|98829465
485307941|346848456
485307941|1158887176215638016
485307941|3321516290
1283360235474882560|759251
1283360235474882560|1409798257
1283360235474882560|46769281
1283360235474882560|2987922767
1283360235474882560|158314798
1283360235474882560|25365536
1283360235474882560|17019152
1283360235474882560|1161310213598851073
1283360235474882560|20322929
1283360235474882560|1105642274480783362
1096048965492068352|811350
1096048965492068352|1000756666177028099
1096048965492068352|1001284738164944907
1096048965492068352|2202272649
1096048965492068352|354027531
1096048965492068352|1051184941206134784
1096048965492068352|180260891
1096048965492068352|2358618487
1096048965492068352|23280648
1096048965492068352|1071929687184617472
2371056312|325085507
2371056312|375286144
2371056312|735919002
2371056312|381585744
2371056312|505028403
2371056312|39462283
2371056312|296414167
2371056312|400109264
2371056312|635747873
2371056312|881816976
81344005|2329340531
81344005|288289308
81344005|442310918
81344005|9335002
81344005|416486565
81344005|1590472555
81344005|576574442
81344005|2450025217
81344005|104789575
81344005|24507497
30287715|43389935
30287715|41219038
30287715|29307276
30287715|1044300551608029184
30287715|45279311
30287715|255176423
30287715|34296488
30287715|32233614
30287715|857619919
30287715|57096687
45279311|614628878
45279311|593347349
45279311|58625487
45279311|2857384410
45279311|28201743
45279311|1273196784
45279311|35858808
45279311|2375167068
45279311|17581754
45279311|14287830
341141967|221062149
341141967|217169750
341141967|43252318
341141967|294385859
341141967|230566610
341141967|1015034173667659777
341141967|75498732
341141967|317641139
341141967|337846856
341141967|28412699
425871040|268270621
425871040|214201922
425871040|245065992
425871040|73495696
425871040|969238538423324672
425871040|2949104511
425871040|24647213
425871040|2927758254
425871040|746928831039102976
425871040|161418822
379553892|1169482484
379553892|2382439987
379553892|1215482054906929153
379553892|3247420262
379553892|91887597
379553892|710885881322807296
379553892|962885029
379553892|759702715
379553892|3253430113
379553892|1103018774792413185
1153815312791474176|1081892210981908480
1153815312791474176|982908613923516416
1153815312791474176|18236230
1153815312791474176|776860630934360064
1153815312791474176|1073075100679892993
1153815312791474176|1040757691008905217
1153815312791474176|135019364
1153815312791474176|1136633514458320897
1153815312791474176|1117786405
1153815312791474176|955561281125277696
183040790|20177956
183040790|154054993
183040790|1653844711
183040790|33695870
183040790|162102905
183040790|2875363794
183040790|17276080
183040790|20876957
183040790|484800516
183040790|22147031
567010052|315348517
567010052|215073060
567010052|250111952
567010052|993569810
567010052|597396992
567010052|570960589
567010052|487112116
567010052|62519961
567010052|2184658479
567010052|1148618844510085120
1298175983586082816|2893511188
1298175983586082816|236699098
1298175983586082816|2884909108
1298175983586082816|939091
1298175983586082816|1228104082512105473
1298175983586082816|30495613
1298175983586082816|2228878592
1298175983586082816|27131277
1298175983586082816|4865295376
1298175983586082816|25073877
30047168|19472585
30047168|46257156
30047168|39288259
30047168|112508240
30047168|23967578
30047168|15693493
30047168|133880286
30047168|16812787
30047168|17899109
30047168|19397785
1228104082512105473|1079590241734930432
1228104082512105473|1286849364330262528
1228104082512105473|1291291091044532224
1228104082512105473|989249248943161344
1228104082512105473|1293183558849191936
1228104082512105473|1287828856934666240
1228104082512105473|1289689792633020416
1228104082512105473|930826220006146048
1228104082512105473|1091352997
1228104082512105473|1142800386681520128
1241912439232499714|422861505
1241912439232499714|722372096907747328
1241912439232499714|1036022574701002752
1241912439232499714|3088743719
1241912439232499714|471918222
1241912439232499714|20566864
1241912439232499714|1053917912505950208
1241912439232499714|1159071076992917504
1241912439232499714|20262328
1241912439232499714|20025692
338084918|210023641
338084918|91653112
338084918|22591831
338084918|1599608046
338084918|506990949
338084918|18948541
338084918|16008484
338084918|321777881
338084918|27698480
338084918|16895295
1070196916628017153|960007026
1070196916628017153|1093796664513519616
1070196916628017153|980162743310233601
1070196916628017153|1055159194716798976
1070196916628017153|1074981740882657280
1070196916628017153|1027127334187368448
1070196916628017153|1125783775428980737
1070196916628017153|1102071651900907520
1070196916628017153|1131011569473605637
1070196916628017153|1093063995664125952
573876778|59765742
573876778|30699383
573876778|1684411062
573876778|393094057
573876778|2782244021
573876778|1615809762
573876778|2267341511
573876778|596769818
573876778|2213546054
573876778|159709655
1059087512021426182|105251590
1059087512021426182|71091067
1059087512021426182|340782640
1059087512021426182|541724500
1059087512021426182|40908929
1059087512021426182|294434028
1059087512021426182|446628252
1059087512021426182|471311185
1059087512021426182|451978028
1059087512021426182|28471026
1590226885|1260050666
1590226885|162612250
1590226885|32959253
1590226885|186449986
1590226885|613565945
1590226885|205939527
1590226885|4468884972
1590226885|315271571
1590226885|272085699
1590226885|526720919
964446415769530368|2472182064
964446415769530368|1147237567554826245
964446415769530368|1168088640825593857
964446415769530368|1072896352336588801
964446415769530368|1062384477572259841
964446415769530368|4465912212
964446415769530368|1004605782539681792
964446415769530368|1117691456574115840
964446415769530368|4843118184
964446415769530368|1074155635774607360
1100208907975307264|2932873873
1100208907975307264|1012029546395324417
1100208907975307264|1042781678735896576
1100208907975307264|1259626825300373504
1100208907975307264|68371781
1100208907975307264|59967087
1100208907975307264|932764981
1100208907975307264|66011970
1100208907975307264|1833935192
1100208907975307264|2510695716
22276746|2888621607
22276746|3208396421
22276746|51746994
22276746|1857004231
22276746|474237196
22276746|279103654
22276746|106176557
22276746|10419
22276746|612991396
22276746|306400720
1278542023167930373|1279122329428058112
1278542023167930373|1276283658735955969
1278542023167930373|371947821
1278542023167930373|959746820388761600
1278542023167930373|830226343514234880
1278542023167930373|1296293944884510721
1278542023167930373|708785813987860480
1278542023167930373|869075856303415296
1278542023167930373|1250293818886246400
1278542023167930373|520999472
511107301|51474340
511107301|261432997
511107301|4339501452
511107301|183104907
511107301|324643770
511107301|162612380
511107301|396353688
511107301|488483379
511107301|2651832254
511107301|165961515
40636290|17915334
40636290|79293791
40636290|81947940
40636290|420782465
40636290|34109652
40636290|152728412
40636290|239090346
40636290|179329885
40636290|239924442
40636290|101263750
314270661|22010054
314270661|475352813
314270661|273151076
314270661|116362700
314270661|45112524
314270661|268414482
314270661|28845997
314270661|50374439
314270661|26565946
314270661|1023193202
423868716|963815942131273729
423868716|283090686
423868716|1169633177276690432
423868716|2422665828
423868716|1373313666
423868716|130599831
423868716|171165627
423868716|19923144
423868716|74182706
423868716|16867043
3403882361|26053643
3403882361|436706267
3403882361|3966274831
3403882361|15279429
3403882361|373596987
3403882361|363929620
3403882361|33831849
3403882361|135973690
